uniprotIdA,uniprotIdB,entrezGeneIdA,entrezGeneIdB,ensemblIdA,ensemblIdB,hgncSymbolA,hgncSymbolB,detectionMethod,interactionType,pubmedId,throughput,reliabilityScore
P35221,P35222,1495,1499,ENSG00000044115,ENSG00000168036,CTNNA1,CTNNB1,anti bait coimmunoprecipitation|coimmunoprecipitation,physical association|physical interaction,17098867|7954478|24509793,small scale,0.53
P12830,P35222,999,1499,ENSG00000039068,ENSG00000168036,CDH1,CTNNB1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation|coimmunoprecipitation|pull down,physical association|physical interaction,25344754|22056988|7954478|16983094,small scale,0.62
P10809,P15104,3329,2752,ENSG00000144381,ENSG00000135821,HSPD1,GLUL,coimmunoprecipitation,physical interaction,7961947,small scale,0.25
P07900,P35869,3320,196,ENSG00000080824,ENSG00000106546,HSP90AA1,AHR,coimmunoprecipitation,physical interaction,8089152,small scale,0.25
P04150,P07900,2908,3320,ENSG00000113580,ENSG00000080824,NR3C1,HSP90AA1,coimmunoprecipitation,physical interaction,8089152,small scale,0.25
P00488,P04792,2162,3315,ENSG00000124491,ENSG00000106211,F13A1,HSPB1,coimmunoprecipitation|experimental interaction detection,physical interaction,7915282,small scale,0.25
P01589,P14784,3559,3560,ENSG00000134460,ENSG00000100385,IL2RA,IL2RB,biophysical,physical interaction,8006584,small scale,0.25
P14784,P60568,3560,3558,ENSG00000100385,ENSG00000109471,IL2RB,IL2,surface plasmon resonance|biophysical|isothermal titration calorimetry,direct interaction|physical interaction,22446627|8006584,small scale,0.55
P31785,P60568,3561,3558,ENSG00000147168,ENSG00000109471,IL2RG,IL2,biophysical,physical interaction,8006584,small scale,0.25
P34932,Q04864,3308,5966,ENSG00000170606,ENSG00000162924,HSPA4,REL,coimmunoprecipitation,physical interaction,9250404,small scale,0.25
P34932,Q04206,3308,5970,ENSG00000170606,ENSG00000173039,HSPA4,RELA,coimmunoprecipitation,physical interaction,9250404,small scale,0.25
P25963,P34932,4792,3308,ENSG00000100906,ENSG00000170606,NFKBIA,HSPA4,coimmunoprecipitation,physical interaction,9250404,small scale,0.25
P15407,P22415,8061,7391,ENSG00000175592,ENSG00000158773,FOSL1,USF1,coimmunoprecipitation|two hybrid,physical interaction,9160889,small scale,0.29
P19388,Q00403,5434,2959,ENSG00000099817,ENSG00000137947,POLR2E,GTF2B,experimental interaction detection,physical interaction,9054408,small scale,0.13
P09874,P15923,142,6929,ENSG00000143799,ENSG00000071564,PARP1,TCF3,two hybrid,physical interaction,9050988,small scale,0.22
P15923,P19338,6929,4691,ENSG00000071564,ENSG00000115053,TCF3,NCL,two hybrid,physical interaction,9050988,small scale,0.22
P01033,P03956,7076,4312,ENSG00000102265,ENSG00000196611,TIMP1,MMP1,coimmunoprecipitation,physical interaction,9063449,small scale,0.25
P10415,Q13323,596,638,ENSG00000171791,ENSG00000100290,BCL2,BIK,two hybrid,physical interaction,8816500,small scale,0.22
P63279,Q06609,7329,5888,ENSG00000103275,ENSG00000051180,UBE2I,RAD51,two hybrid,physical interaction,8921390,small scale,0.22
P04637,P63279,7157,7329,ENSG00000141510,ENSG00000103275,TP53,UBE2I,two hybrid,physical interaction,8921390,small scale,0.22
P17181,P48551,3454,3455,ENSG00000142166,ENSG00000159110,IFNAR1,IFNAR2,coimmunoprecipitation,physical interaction,8969169,small scale,0.25
P43351,P63279,5893,7329,ENSG00000002016,ENSG00000103275,RAD52,UBE2I,two hybrid,physical interaction,8921390,small scale,0.22
P07900,P11802,3320,1019,ENSG00000080824,ENSG00000135446,HSP90AA1,CDK4,coimmunoprecipitation,physical interaction,8703009,small scale,0.25
P07900,P09769,3320,2268,ENSG00000080824,ENSG00000000938,HSP90AA1,FGR,biophysical,physical interaction,8043579,small scale,0.25
P06239,P07900,3932,3320,ENSG00000182866,ENSG00000080824,LCK,HSP90AA1,biophysical,physical interaction,8043579,small scale,0.25
P07900,Q15185,3320,10728,ENSG00000080824,ENSG00000110958,HSP90AA1,PTGES3,coimmunoprecipitation,physical interaction,8114727,small scale,0.25
P07900,P10809,3320,3329,ENSG00000080824,ENSG00000144381,HSP90AA1,HSPD1,biochemical,physical interaction,8776728,small scale,0.25
P07900,P12931,3320,6714,ENSG00000080824,ENSG00000197122,HSP90AA1,SRC,biophysical|anti tag coimmunoprecipitation,physical interaction|physical association,1310678|16844778,small scale,0.49
Q00526,Q16667,1018,1033,ENSG00000250506,ENSG00000100526,CDK3,CDKN3,genetic interference,genetic interference,8242750,small scale,0.13
P24941,Q16667,1017,1033,ENSG00000123374,ENSG00000100526,CDK2,CDKN3,genetic interference,genetic interference,8242750,small scale,0.13
P05783,P15924,3875,1832,ENSG00000111057,ENSG00000096696,KRT18,DSP,two hybrid,physical interaction,9261168,small scale,0.22
P01563,P17181,3440,3454,ENSG00000188379,ENSG00000142166,IFNA2,IFNAR1,genetic interference|biochemical,genetic interference|physical interaction,9334213|7592797,small scale,0.33
P10809,P25325,3329,4357,ENSG00000144381,ENSG00000128309,HSPD1,MPST,coimmunoprecipitation,physical interaction,7961947,small scale,0.25
P06400,Q07161,5925,,ENSG00000139687,,RB1,,two hybrid,physical interaction,8384581,small scale,0.22
P19784,P67870,1459,1460,ENSG00000070770,ENSG00000204435,CSNK2A2,CSNK2B,two hybrid,physical interaction,7768894,small scale,0.22
P02538,P15924,3853,1832,ENSG00000205420,ENSG00000096696,KRT6A,DSP,biophysical|experimental interaction detection,physical interaction,7525601,small scale,0.25
P01100,P20226,2353,6908,ENSG00000170345,ENSG00000112592,FOS,TBP,biochemical|coimmunoprecipitation,physical interaction,7685215,small scale,0.3
P09619,P42229,5159,6776,ENSG00000113721,ENSG00000126561,PDGFRB,STAT5A,molecular sieving,physical interaction,9484840,small scale,0.25
P28715,Q03468,2073,2074,ENSG00000134899,ENSG00000225830,ERCC5,ERCC6,coimmunoprecipitation,physical interaction,8652557,small scale,0.25
P19838,P34932,4790,3308,ENSG00000109320,ENSG00000170606,NFKB1,HSPA4,coimmunoprecipitation,physical interaction,9250404,small scale,0.25
P04637,Q13625,7157,7159,ENSG00000141510,ENSG00000143514,TP53,TP53BP2,two hybrid|biochemical|affinity chromatography technology|coimmunoprecipitation|x-ray crystallography|solid phase assay,physical association|direct interaction,8016121|8668206|8875926|18275817,small scale,0.7
P07948,Q03405,4067,5329,ENSG00000254087,ENSG00000011422,LYN,PLAUR,coimmunoprecipitation,physical interaction,9417082,small scale,0.25
P14784,P31785,3560,3561,ENSG00000100385,ENSG00000147168,IL2RB,IL2RG,cross-linking study|coimmunoprecipitation|biophysical,direct interaction|physical interaction,10903799|8006584,small scale,0.55
P09769,Q03405,2268,5329,ENSG00000000938,ENSG00000011422,FGR,PLAUR,coimmunoprecipitation,physical interaction,9417082,small scale,0.25
P31785,P52333,3561,3718,ENSG00000147168,ENSG00000105639,IL2RG,JAK3,experimental interaction detection,physical interaction,7973658,small scale,0.13
P06493,P24864,983,898,ENSG00000170312,ENSG00000105173,CDK1,CCNE1,biophysical,physical interaction,1833068,small scale,0.25
P05109,P06702,6279,6280,ENSG00000143546,ENSG00000163220,S100A8,S100A9,genetic interference,genetic interference,10606357,small scale,0.13
P50539,P61244,4601,4149,ENSG00000119950,ENSG00000125952,MXI1,MAX,two hybrid,physical interaction,7954804,small scale,0.22
P10276,P19793,5914,6256,ENSG00000131759,ENSG00000186350,RARA,RXRA,small angle neutron scattering|genetic interference|pull down|cosedimentation in solution|x ray scattering|molecular sieving,direct interaction|genetic interference|physical association,21478865|7760852|16769902,small scale,0.67
P19793,Q07869,6256,5465,ENSG00000186350,ENSG00000186951,RXRA,PPARA,genetic interference,genetic interference,7760852,small scale,0.13
P06493,P61024,983,1163,ENSG00000170312,ENSG00000173207,CDK1,CKS1B,two hybrid,physical interaction,7809159,small scale,0.22
P24941,P61024,1017,1163,ENSG00000123374,ENSG00000173207,CDK2,CKS1B,x-ray crystallography|two hybrid,direct interaction|physical interaction,8601310|7809159,small scale,0.51
P61024,Q00526,1163,1018,ENSG00000173207,ENSG00000250506,CKS1B,CDK3,two hybrid,physical interaction,7809159,small scale,0.22
P20248,P38936,890,1026,ENSG00000145386,ENSG00000124762,CCNA2,CDKN1A,coimmunoprecipitation,physical interaction,8242751,small scale,0.25
P24385,P38936,595,1026,ENSG00000110092,ENSG00000124762,CCND1,CDKN1A,coimmunoprecipitation,physical interaction,8242751,small scale,0.25
P24864,P38936,898,1026,ENSG00000105173,ENSG00000124762,CCNE1,CDKN1A,coimmunoprecipitation,physical interaction,8242751,small scale,0.25
P11137,P13861,4133,5576,ENSG00000078018,ENSG00000114302,MAP2,PRKAR2A,biophysical,physical interaction,2147685,small scale,0.25
P13861,P24588,5576,9495,ENSG00000114302,ENSG00000179841,PRKAR2A,AKAP5,biophysical|fluorescent resonance energy transfer|molecular sieving,physical interaction|physical association|direct interaction,1860836|22343722,small scale,0.59
P36873,P41236,5501,5504,ENSG00000186298,ENSG00000184203,PPP1CC,PPP1R2,two hybrid,physical interaction,8119416,small scale,0.22
P05412,P49841,3725,2932,ENSG00000177606,ENSG00000082701,JUN,GSK3B,biochemical,physical interaction,1846781,small scale,0.25
P05412,P28482,3725,5594,ENSG00000177606,ENSG00000100030,JUN,MAPK1,biochemical,physical interaction,1922387,small scale,0.25
P05412,P45984,3725,5601,ENSG00000177606,ENSG00000050748,JUN,MAPK9,biochemical,physical interaction,1922387,small scale,0.25
P05412,P53779,3725,5602,ENSG00000177606,ENSG00000109339,JUN,MAPK10,protein kinase assay|pull down|biochemical,phosphorylation reaction|direct interaction|physical interaction,22327296|1922387,small scale,0.56
P05412,P18847,3725,467,ENSG00000177606,ENSG00000162772,JUN,ATF3,coimmunoprecipitation,physical interaction,1827203,small scale,0.25
P05412,P18848,3725,468,ENSG00000177606,ENSG00000128272,JUN,ATF4,coimmunoprecipitation,physical association|physical interaction,1827203,small scale,0.37
P01100,P18848,2353,468,ENSG00000170345,ENSG00000128272,FOS,ATF4,coimmunoprecipitation,physical interaction,1827203,small scale,0.25
P04049,P30304,5894,993,ENSG00000132155,ENSG00000164045,RAF1,CDC25A,experimental interaction detection|biochemical,physical interaction,7744247,small scale,0.25
P04049,P30305,5894,994,ENSG00000132155,ENSG00000101224,RAF1,CDC25B,experimental interaction detection|biochemical,physical interaction,7744247,small scale,0.25
P01112,P30304,3265,993,ENSG00000174775,ENSG00000164045,HRAS,CDC25A,biochemical|experimental interaction detection,physical interaction,7744247,small scale,0.25
P01112,P30305,3265,994,ENSG00000174775,ENSG00000101224,HRAS,CDC25B,experimental interaction detection|biochemical,physical interaction,7744247,small scale,0.25
P04049,Q02750,5894,5604,ENSG00000132155,ENSG00000169032,RAF1,MAP2K1,biochemical|anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical interaction|direct interaction|physical association,1326789|23934108|17724343,small scale,0.63
P14635,P30304,891,993,ENSG00000134057,ENSG00000164045,CCNB1,CDC25A,coimmunoprecipitation,physical interaction,1836978,small scale,0.25
P06493,P14635,983,891,ENSG00000170312,ENSG00000134057,CDK1,CCNB1,pull down|anti tag coimmunoprecipitation|coimmunoprecipitation|biochemical|anti bait coimmunoprecipitation,direct interaction|physical interaction|physical association,17283331|10973963|10362260|24358021|1833185,small scale,0.73
P00533,P29353,1956,6464,ENSG00000146648,ENSG00000160691,EGFR,SHC1,protein kinase assay|experimental interaction detection|x-ray crystallography,phosphorylation reaction|physical interaction|direct interaction,26551075|9742218,small scale,0.53
P35568,P62993,3667,2885,ENSG00000169047,ENSG00000177885,IRS1,GRB2,genetic interference|biophysical,genetic interference|physical interaction,8491186|7486683,small scale,0.33
P27986,P35568,5295,3667,ENSG00000145675,ENSG00000169047,PIK3R1,IRS1,biophysical,physical interaction,7486683,small scale,0.25
P09619,P27986,5159,5295,ENSG00000113721,ENSG00000145675,PDGFRB,PIK3R1,biophysical,physical interaction,7486683,small scale,0.25
P09619,P20936,5159,5921,ENSG00000113721,ENSG00000145715,PDGFRB,RASA1,biophysical,physical interaction,7486683,small scale,0.25
P09619,P19174,5159,5335,ENSG00000113721,ENSG00000124181,PDGFRB,PLCG1,nuclear magnetic resonance|biophysical,direct interaction|physical interaction,23063561|7486683,small scale,0.52
P26368,Q01081,11338,102724594,ENSG00000063244,ENSG00000160201,U2AF2,,genetic interference,genetic interference,8647433,small scale,0.13
P01023,P05067,2,351,ENSG00000175899,ENSG00000142192,A2M,APP,coimmunoprecipitation|two hybrid,physical interaction,9501253,small scale,0.29
P05067,P22303,351,43,ENSG00000142192,ENSG00000087085,APP,ACHE,electron microscopy,physical interaction,9325095,small scale,0.18
P02649,P05067,348,351,ENSG00000130203,ENSG00000142192,APOE,APP,experimental interaction detection,physical interaction,10428074,small scale,0.13
P23458,P62993,3716,2885,ENSG00000162434,ENSG00000177885,JAK1,GRB2,genetic interference,genetic interference,8536716,small scale,0.13
P16070,P21926,960,928,ENSG00000026508,ENSG00000010278,CD44,CD9,coimmunoprecipitation,physical interaction,9117348,small scale,0.25
P18827,P21926,6382,928,ENSG00000115884,ENSG00000010278,SDC1,CD9,coimmunoprecipitation,physical interaction,9117348,small scale,0.25
P02748,P07357,735,731,ENSG00000113600,ENSG00000157131,C9,C8A,biophysical,physical interaction,10346902,small scale,0.25
P27635,P49768,6134,5663,ENSG00000147403,ENSG00000080815,RPL10,PSEN1,two hybrid|coimmunoprecipitation,physical interaction,10508860,small scale,0.29
P21333,P49768,2316,5663,ENSG00000196924,ENSG00000080815,FLNA,PSEN1,genetic interference,genetic interference,10393925,small scale,0.13
P49768,Q9UQB3,5663,1501,ENSG00000080815,ENSG00000169862,PSEN1,CTNND2,two hybrid|coimmunoprecipitation,physical interaction,10208590,small scale,0.29
P61244,Q14901,4149,,ENSG00000125952,,MAX,,two hybrid,physical interaction,7565735,small scale,0.22
P12004,P38936,5111,1026,ENSG00000132646,ENSG00000124762,PCNA,CDKN1A,coimmunoprecipitation|cosedimentation through density gradient|isothermal titration calorimetry,physical interaction|direct interaction,7911228|15576034,small scale,0.55
P13861,Q12802,5576,11214,ENSG00000114302,ENSG00000170776,PRKAR2A,AKAP13,biochemical,physical interaction,7929081,small scale,0.25
P15407,P18848,8061,468,ENSG00000175592,ENSG00000128272,FOSL1,ATF4,coimmunoprecipitation,physical interaction,1827203,small scale,0.25
P09619,P62993,5159,2885,ENSG00000113721,ENSG00000177885,PDGFRB,GRB2,biophysical,physical interaction,7486683,small scale,0.25
P14784,P23458,3560,3716,ENSG00000100385,ENSG00000162434,IL2RB,JAK1,experimental interaction detection,physical interaction,7973658,small scale,0.13
P05412,P45983,3725,5599,ENSG00000177606,ENSG00000107643,JUN,MAPK8,biophysical|protein kinase assay,physical interaction|direct interaction,8137421|18003900,small scale,0.52
P01112,P45983,3265,5599,ENSG00000174775,ENSG00000107643,HRAS,MAPK8,biophysical,physical interaction,8137421,small scale,0.25
P06493,P20248,983,890,ENSG00000170312,ENSG00000145386,CDK1,CCNA2,biochemical,physical interaction,1833185,small scale,0.25
P50539,Q14901,4601,,ENSG00000119950,,MXI1,,two hybrid,physical interaction,7565735,small scale,0.22
P26368,Q07955,11338,6426,ENSG00000063244,ENSG00000136450,U2AF2,SRSF1,two hybrid,physical interaction,9582097,small scale,0.22
P41182,Q9Y618,604,9612,ENSG00000113916,ENSG00000196498,BCL6,NCOR2,two hybrid,physical interaction,9824158,small scale,0.22
P41182,Q15916,604,10773,ENSG00000113916,ENSG00000186130,BCL6,ZBTB6,affinity chromatography technology,physical interaction,9824158,small scale,0.25
Q15916,Q9Y618,10773,9612,ENSG00000186130,ENSG00000196498,ZBTB6,NCOR2,affinity chromatography technology,physical interaction,9824158,small scale,0.25
Q05516,Q9Y618,7704,9612,ENSG00000109906,ENSG00000196498,ZBTB16,NCOR2,affinity chromatography technology,physical interaction,9824158,small scale,0.25
P01375,P19438,7124,7132,ENSG00000204490,ENSG00000067182,TNF,TNFRSF1A,biochemical|affinity chromatography technology|tandem affinity purification|surface plasmon resonance|pull down,physical association|physical interaction|direct interaction,2170974|2158863|14743216|22801493|23955153|20080539,small scale|high throughput,0.75
P01375,P20333,7124,7133,ENSG00000204490,ENSG00000028137,TNF,TNFRSF1B,cross-linking study|biochemical|affinity chromatography technology|tandem affinity purification,direct interaction|physical interaction,1328224|2172983|14743216,small scale|high throughput,0.62
P01374,P20333,4049,7133,ENSG00000230279,ENSG00000028137,LTA,TNFRSF1B,biochemical|cross-linking study,physical interaction|direct interaction,1328224,small scale,0.46
P01374,P19438,4049,7132,ENSG00000230279,ENSG00000067182,LTA,TNFRSF1A,x-ray crystallography|biochemical,direct interaction|physical association,8387891|2170974,small scale,0.56
P01375,P36941,7124,4055,ENSG00000204490,ENSG00000111321,TNF,LTBR,coimmunoprecipitation,physical interaction,8171323,small scale,0.25
P01374,P36941,4049,4055,ENSG00000230279,ENSG00000111321,LTA,LTBR,coimmunoprecipitation,physical interaction,8171323,small scale,0.25
P01374,P01375,4049,7124,ENSG00000230279,ENSG00000204490,LTA,TNF,coimmunoprecipitation,physical interaction,8171323,small scale,0.25
P28908,P32971,943,944,ENSG00000120949,ENSG00000106952,TNFRSF8,TNFSF8,biochemical,physical interaction,10768840,small scale,0.25
P02786,Q30201,7037,3077,ENSG00000072274,ENSG00000010704,TFRC,HFE,surface plasmon resonance|pull down,direct interaction|physical association,14691533|9546397|20133674,small scale,0.6
