drugName,entrezGeneIds,pubmedId,author
daclizumab,2213|2212|2215|715|713|712|2214|714|3560|2209|3559|9103,17016423|17139284|2335478|1835892|8097750|1900882|2415663|15814281|12372041|11752352|2571203|2647626|15022409|1828823|16908318|10607689|19788505|17564638|8600944|16304857,Imming P (2006)|Overington JP (2006)|Martelletti P (1990)|Hoshino S (1991)|Galandrini R (1993)|Hayakawa K (1991)|Lanier LL (1985)|Forrest K (2005)|Light JA (2002)|Chen X (2002)|Ramos EL (1989)|Burkhardt K (1989)|Aguillon JC (2003)|Simms HH (1991)|Garcia CD (2006)|Przepiorka D (2000)|Monti P (2009)|Patlolla V (2007)|Krouwels FH (1996)|Shamsi TS (2005)
bevacizumab,2213|2212|2215|715|713|712|2214|714|7422|2209|9103,17016423|17139284|11752352|15705858,Imming P (2006)|Overington JP (2006)|Chen X (2002)|Gerber HP (2005)
arcitumomab,634,9389396|12865871,Hughes K (1997)|Fuster D (2003)
pyridoxal phosphate,1491|64902|2572|18|6898|2806|23464|285313|55163|5834|1644|2805|2571|6472|51540|79896|4942|9517|189|51091|5837|29968|2875|587|51380|211|51166|4953|63826|11212|6470|10558|113451|586|8942|23042|113675|2731|8879|55304|10841|339896|56267|85007|55034|84706|57026|10993|883|3067|9054|875|5836|212,17377202|15184188|11578145|16857832|15823094|17016423|17139284|7592550|6703688|16538088|17531224|11108513|12021103|11034389|15723541|16096275|14567543|14534310|11752352|16570355|16466641|12441383|12798391|16902803|236311|11318637|10592235|16207494|15772097|17216302|17032564|6983619|20403077|7567987|11085948|16075246|10978228|8499653|17918169|15561708|11279212|12782147|11781309|11726713|11171191|11481605|17194211|11052666|11508701|12460107|12217700|11228757|8695645|16532449|10024454|16847354|12686111|12383475|12544342|11330835|15347780|14688239|12537583|16179747|11888303|16925884|12167474|11340119|17482557|16980404|11877399|15865438|17651438|15070923|12686158|10577279|7275938|15016471|12126930|11683631|12460114|15476392|12672797|12627959|16185077|15306409|12560076|16289454|12596860|11980912|16997906|15583399|17305368|11168717|15381280|12535612|11488610|15686475|12067524|12204580|17300176|11985583|14756555|16971151|16228305|15791207|15522238|11377878|12679420|11709201|15965967|16784786|11886751|11553608|241701|12191993|15251194|12699240|17469798|15840827|16336786|14522954|16336194|11000053|14596599|15689518|15155761|16580895|14646100|12850267|16463021|16846239|16790022|16547811|12196163|12119030|12860127|17469805|16310786|11948191|15196993|12644499|15365998|12173932|17705025|14724775|16763894|16121195|3143355|7526359|9305893,Lowicka E (2007)|Yamagata S (2004)|Okuno T (2001)|Lima CP (2006)|Bertoldi M (2005)|Imming P (2006)|Overington JP (2006)|Lee IS (1995)|Takada Y (1984)|Gospe SM (2006)|Hwang IK (2007)|Burd L (2000)|Tong JC (2002)|Myers MA (2000)|Liu W (2005)|Markova M (2005)|Sulaiman SA (2003)|Storici P (2004)|Chen X (2002)|Biagini MR (2006)|Kim SY (2006)|Shaffer WA (2002)|Venhorst J (2003)|Clayton TA (2007)|Mavrides C (1975)|Schmidt A (2001)|Berman HM (2000)|Hwang IK (2005)|Mills PB (2005)|Hoffmann GF (2007)|Pearl PL (2006)|Rahman MK (1982)|Allen GF (2010)|Rorsman F (1995)|Bertoldi M (2000)|Bennett CL (2005)|Cormier-Daire V (2000)|Vassort C (1993)|Mehta R (2008)|Heidenreich T (2005)|Ikushiro H (2001)|Hanada K (2003)|Gable K (2002)|Tamura K (2001)|Tamura K (2000)|Kernebeck T (2001)|Xu XM (2007)|Kurganov BI (2000)|Okada M (2001)|Livanova NB (2002)|Geremia S (2002)|Okada M (1999)|Battchikova N (1996)|Kapetaniou EG (2006)|Hester G (1999)|Nishijima S (2006)|Danpure CJ (2003)|Nishijima S (2002)|Nishijima S (2003)|Beranek M (2001)|Baines CJ (2004)|Cheung PY (2003)|Halfon P (2002)|Inubushi T (2005)|Eliot AC (2002)|Waldmann A (2006)|Cooper AJ (2002)|Hansen CM (2001)|Perry C (2007)|Mukherjee M (2006)|Trivedi V (2002)|Bhavani S (2005)|Rajaram V (2007)|Skoeldberg F (2004)|Shoolingin-Jordan PM (2003)|Harigae H (1999)|Nakamura I (1981)|Cooper AJ (2004)|Goh DL (2002)|Myers DP (2001)|Khomutov AR (2002)|Jackson LK (2004)|Jackson LK (2003)|Strisovsky K (2005)|Schell MJ (2004)|Strisovsky K (2003)|Hashimoto A (2005)|Uo T (2002)|Graham DE (2002)|Kidron H (2007)|Patel CN (2004)|Shah R (2007)|Arena ME (2001)|Hwang IK (2004)|Chen CH (2003)|Rust E (2001)|Jin H (2005)|Rooseboom M (2002)|Lima S (2007)|Walsh HA (2002)|Momany C (2004)|Coulter-Mackie MB (2006)|Igamberdiev AU (2005)|Nakai T (2005)|Ikeda M (2004)|Bobbin RP (2001)|Skoeldberg F (2003)|Yee RE (2001)|Tan EK (2005)|Mendel RR (2006)|Anantharaman V (2002)|Bittner F (2001)|Welch S (1975)|Zhang J (2002)|Choi HP (2004)|Ferreira GC (2002)|Turbeville TD (2007)|Zhang J (2005)|Kim DW (2005)|Jang YM (2003)|Tirrell IM (2006)|McCarty MF (2000)|Yamada T (2003)|Sun L (2005)|Cicchillo RM (2004)|Ogawa H (2006)|Sun L (2003)|Mosca M (2003)|Cooper AJ (2006)|Zhang L (2006)|Landete JM (2006)|Moya-Garcia AA (2006)|Frazzon J (2002)|Ollagnier-De-Choudens S (2002)|Cupp-Vickery JR (2003)|You D (2007)|Forlani F (2005)|Taoka S (2002)|Evande R (2004)|Mino K (2003)|Linnebank M (2004)|Beauchamp NJ (2007)|Heller T (2004)|Clayton PT (2006)|Astner I (2005)|Bourguignon J (1988)|Trakatellis A (1994)|Jagath JR (1997)
cyanocobalamin,4594|4524|4552|25974|4548|166785,17011224|16305240|16813422|19904199|16281286|20589617|11979347|17024475|17611986|16268464|15979034|15612980|16714133|16843692|17431913|16311595|18709879|16697227|17016423|15523652|17139284,Moras E (2007)|Brooks AJ (2005)|Kozlowski PM (2006)|Stover PJ (2010)|Worgan LC (2006)|Erdogan MO (2010)|Nakamura T (2002)|van der Linden IJ (2006)|Berkun Y (2007)|Gueant-Rodriguez RM (2005)|O'Leary VB (2005)|Miriuka SG (2005)|Morel CF (2006)|Chandler RJ (2006)|Ben-Omran TI (2007)|Lerner-Ellis JP (2006)|Allen LH (2008)|Dobson CM (2006)|Imming P (2006)|Lerner-Ellis JP (2004)|Overington JP (2006)
tetrahydrofolic acid,10840|6472|275|10841|4522|4524|123263|471|10797|4548|6470,16712799|16627483|11320079|10585460|10395731|17016423|17664250|17139284|15090517|10329787|9677387|11488596|10673422|11323021|12937168|12949177|16171773|17533396|17636160|16950805|16929515|10781559|12974624|11948179|9449840|11737206|17142057|11386852|17651438|10978155|9730838|11169015|11237340|9398303|11752472|10592235|10893069|10024094|10233370|10196703|10208491|12668769|12902326|12686103|10656824|10998057,Oleinik NV (2006)|Anguera MC (2006)|Krupenko SA (2001)|Krupenko SA (1999)|Fu TF (1999)|Imming P (2006)|Chang WN (2007)|Overington JP (2006)|Masai E (2004)|Kohls D (1999)|Bashour AM (1998)|Cook RJ (2001)|Kohls D (2000)|Akar N (2001)|Prasannan P (2003)|Salmassi TM (2003)|Walkup AS (2005)|Matakidou A (2007)|Siva A (2007)|Leopardi P (2006)|Ott K (2006)|Li Y (2000)|Wolan DW (2003)|Bulock KG (2002)|Prabhu V (1998)|Contestabile R (2001)|Vatsyayan R (2007)|Heil SG (2001)|Rajaram V (2007)|Hall DA (2000)|Jarrett JT (1998)|Fowler B (2001)|Fu TF (2001)|Jarrett JT (1997)|Ravanel S (2001)|Berman HM (2000)|Larsson J (2000)|Ubbink JB (1999)|Holmes ZR (1999)|Heijmans BT (1999)|Tsai MY (1999)|Li R (2003)|Angelaccio S (2003)|Appaji Rao N (2003)|Scarsdale JN (2000)|Rao JV (2000)
l-histidine,3067|3035|3034|10991,17191019|17075268|17227057|16790022|16960050|17150756|16741232|17193285|17191848|17536021|17185227|17016423|17139284|15843493,Castellani ML (2006)|Kitamura Y (2006)|Nitta Y (2007)|Landete JM (2006)|Fernandez M (2006)|Nagatoyo Y (2006)|Rosen AE (2006)|Katona A (2006)|Viergutz S (2004)|Lambrecht NW (2007)|Watts KT (2006)|Imming P (2006)|Overington JP (2006)|Eppig JJ (2005)
s-adenosylmethionine,27232|262|1312|4144|4143|875,11435507|11810299|12697024|12742526|12221207|15051528|12974388|12545203|16515461|20196537|18486144|12023972|11596649|12671891|12660248|12631701|11301045|12060674|11524006|12269827|12163655|11559709,Rowling MJ (2001)|Luka Z (2002)|Moller MT (2003)|Uthus EO (2003)|Rowling MJ (2002)|Notari S (2004)|Ndjonka D (2003)|Dudkowska M (2003)|Yerlikaya A (2006)|Lee BW (2010)|Rutherford K (2008)|Farrar C (2002)|Mudd SH (2001)|Martinez-Chantar ML (2003)|Santamaria E (2003)|Carretero MV (2001)|Martinez-Chantar ML (2002)|Janosik M (2001)|Evande R (2002)|Choumenkovitch SF (2002)|Jacobs RL (2001)
pyruvic acid,9194|23539|64902|18|6566|9123|9121|5091|9120|5313|5162|5315|6567|9122,16604139|17556391|15953344|16766717|16597615|16514190|17016423|17139284|2632679|16435204|11752352|17355287|17583564|16110503|16326938|16213084|17606506|16765071|17008113|16505973|16575559|16740637|16365052|17574881|16720364|16644726|17547515|16855207|16132722|16375581|17308100|17587357|16741870|17275903,Bonen A (2006)|Yoshida Y (2007)|Pierre K (2005)|Hinoi E (2006)|de Laplanche E (2006)|Jansen S (2006)|Imming P (2006)|Overington JP (2006)|Tamaki N (1989)|Schmidt C (2006)|Chen X (2002)|Andersen G (2007)|Duerr JM (2007)|Han M (2006)|Philp A (2005)|Shimada A (2006)|Shimoyama Y (2007)|Ikeda K (2007)|Liu L (2007)|Jitrapakdee S (2006)|Simpson NE (2006)|Jensen MV (2006)|Suzuki T (2006)|Percy MJ (2007)|Rajaseger G (2006)|Xu J (2006)|Meza NW (2007)|Kumar V (2006)|Li Y (2005)|Staib P (2005)|Stetak A (2007)|Weinberger R (2007)|Vlaeminck-Guillem V (2006)|Kay HH (2007)
l-phenylalanine,23428|5053|2193|10667|6898|10056|7054,12101005|12498902|10574970|12930836|9349567|2975336|12056888|10203136|9642259|12379147|17016423|17139284|16969782|16338408|2890101|16666560|9356140|11299302|11752352|6621777|12565907|16581181|1973034,Shennan DB (2002)|Nemoto T (2003)|Rossier G (1999)|Babu E (2003)|Satoh S (1997)|Pueschel SM (1988)|Thorolfsson M (2002)|Nagasaki Y (1999)|Fusetti F (1998)|Stokka AJ (2003)|Imming P (2006)|Overington JP (2006)|Kodama K (2006)|Kotik-Kogan O (2005)|Rege AA (1987)|De-Eknamkul W (1989)|Luong TN (1997)|Patrizio M (2001)|Chen X (2002)|McQuade PS (1983)|Schallreuter KU (2003)|Ogawa S (2006)|Fukami MH (1990)
biotin,5095|31|56922|5096|5091|32|3141|8884|64087,17016423|15623830|17139284|12385775|9311592|16545081|16636450|17468269|16460018|16707089|16773504|14997352|17297119|17008113|17478118|17659996|17316367|17477831|16772434|16359899|17056793|17038304|17374649|16749865|17135299|17254330|17266990,Imming P (2006)|Vlasova TI (2005)|Overington JP (2006)|Clavero S (2002)|Cherbonnel-Lasserre CL (1997)|Brownsey RW (2006)|Aoki H (2006)|Leonard E (2007)|Bilder P (2006)|Santoro N (2006)|Friebel D (2006)|Ishii M (2004)|Ferreira G (2007)|Liu L (2007)|Jitrapakdee S (2007)|Ozimek PZ (2007)|Liu Y (2007)|Hassan YI (2006)|Velazquez-Arellano A (2006)|Camporeale G (2006)|Janoria KG (2006)|Camporeale G (2007)|Luo S (2006)|Reidling JC (2007)|Luedke A (2007)|de Queiroz MS (2007)
choline,43|5337|590|162466|9468|5130|5338,17139155|16302752|16297435|16456188|16565162|16179605|17390078|17329059|16376069|17636231|17016423|17139284|15798219|17184542|17218027|16921342|16459925|17627030|16878701,Anzai J (2006)|Longobardi F (2005)|Amenta F (2006)|Durcan N (2006)|Alkondon M (2006)|Lee JS (2005)|Calaf GM (2007)|Hsieh BC (2007)|Stoytcheva M (2006)|Lurie S (2007)|Imming P (2006)|Overington JP (2006)|Wang L (2005)|Enaw JO (2006)|Li L (2007)|Szumilo M (2006)|Singh AT (2005)|Paruch S (2007)|Fensome-Green A (2006)
l-lysine,6545|3735|6541|6542|84889,17016423|15746185|17139284|17425721|17560369|16953616|17158446|9614060|14523001|17042743|12475743|7499219|9079705|16406639,Imming P (2006)|Rotoli BM (2005)|Overington JP (2006)|Wu XR (2007)|Kamenski P (2007)|Kwon I (2006)|Chou TF (2007)|Nicholson B (1998)|Fernandez J (2003)|Lopez AB (2007)|Schwartz D (2003)|Low BC (1995)|Hosokawa H (1997)|Humphrey BD (2006)
l-arginine,113451|6541|384|6545|445|435|4843|84889|4846,17287563|17025265|17653850|16703907|17363779|17329401|17427197|17325243|17065601|16801455|16979358|17210712|16809898|16787144|17354225|17198704|17611150|17651442|17513437|17362916|16778961|17340133|17513447|17234578|16729278|16720041|16717106|16690332|16682803,Yang HQ (2007)|Regunathan S (2006)|Wu N (2008)|Kotil K (2006)|Rotoli BM (2007)|Rotmann A (2007)|Vasquez R (2007)|Yang Z (2007)|Cerec V (2007)|Topal G (2006)|Hood HM (2007)|Cheng PN (2007)|Moradi H (2006)|Feun L (2006)|Szlosarek PW (2007)|Bizzoco E (2007)|Mages W (2007)|Tischner R (2007)|Mori M (2007)|Devan BD (2007)|Cui YY (2006)|Kagemann G (2007)|Popovic PJ (2007)|Huang Y (2007)|Haruna Y (2006)|Ishikawa T (2006)|Yang J (2006)|Gautier C (2006)|Akamine EH (2006)
vitamin c,8985|8424|5351|5264|5352|112399|54583|8284|221120|112398|55239|1621|3938|5066|64175|79676|121642|55214|10536|54681|55217|9963|5033,17016423|17139284|10709635|6432788|1962562|17100196|11752352|17627521|17627474|10947967|1894598|9505234|10592235|16773376|17002377|17570561|17008880|17645691|17258485|17541511|17664139,Imming P (2006)|Overington JP (2006)|Vaz FM (2000)|Dunn WA (1984)|Rebouche CJ (1991)|Salavoura K (2006)|Chen X (2002)|Bruegge K (2007)|Nytko KJ (2007)|Feng J (2000)|Pettingill TM (1991)|Suzuki E (1997)|Berman HM (2000)|Floryszak-Wieczorek J (2006)|Crespo A (2006)|Romero I (2007)|Kang JS (2007)|Perez MJ (2007)|Johnston L (2007)|Savini I (2008)|Steiling H (2007)
spermine,4953|54498|6611,11408092|11413269|10698696|10712236|11160858|12727196|11258887|12141946|15133083|12477380|11950995|11040105|14508504|21318872|15459188|16651710|21318891|16515550|21413019,Roehn G (2001)|Ernestus RI (2001)|Nilsson J (2000)|Ray RM (2000)|Korhonen VP (2001)|Wang Y (2003)|Binda C (2001)|Vujcic S (2002)|Bacchi CJ (2004)|Vujcic S (2003)|Theiss C (2002)|Lopatin AN (2000)|Cason AL (2003)|Wang X (2011)|Wang X (2004)|Kobayashi M (2006)|Schwartz CE (2011)|Krauss M (2006)|Lee NK (2011)
l-aspartic acid,440|2806|8604|4069|443|2805|95|122622|80150|91703|6505|444|1615|445|6035|159|55157|790|10606|10165,17016423|17139284|10592235|823072|261660|4404056|17237342|17213189|17151801|17497669|17275978|17219235|17254025|17194761|17177147|1284246|17663137|17346885|17389249|17535962|17545671|17328883|17168267|17442055|17244260|403177|6785382|10562565|8313877|16597625|2791302|15588718|17869551|15500910|17929831|7825060|17591776|17354380|17228780,Imming P (2006)|Overington JP (2006)|Berman HM (2000)|Grell EH (1976)|Recasens M (1979)|Collier RH (1972)|Satrustegui J (2007)|Contreras L (2007)|Correia C (2006)|Moffett JR (2007)|Srikanth SG (2007)|Wang J (2007)|Bitto E (2007)|Janson CG (2006)|Mitta M (1992)|Ozawa S (2007)|Tai YH (2007)|Tao Z (2007)|Teichman S (2007)|Tordjman J (2007)|Zappacosta B (2007)|Girgin S (2006)|Guidetti P (2007)|Wu ZM (2007)|Iijima T (1977)|Whiteman P (1980)|Eiler S (1999)|Cavarelli J (1994)|Fender A (2006)|Ben-Yoseph Y (1989)|Shen LJ (2005)|Flam BR (2007)|Raman J (2004)|Mehrotra S (2007)|Datta SK (1994)|Saheki T (2007)|Ikeda S (2007)
l-ornithine,2628|4942|4946|10166|4947|6541|384|83884|6542|6545|51686|383|5009|84889,5335895|11691635|17139284|7173402|17016423|16179747|17197567|15616821|16916800|16354653|15009201|14759633|16940241|15491978|16703566|17065601|15548540|15539552|15753084|12874210|14871882|11997094|12948741|12679322|12679340|11971019|12589193|12446178|12135320|15766270|16585758|12399499|9079705,Mitruka BM (1967)|Natesan S (2001)|Overington JP (2006)|Thomasset N (1982)|Imming P (2006)|Inubushi T (2005)|Kaneko S (2007)|Levillain O (2005)|Lopez-Contreras AJ (2006)|Yamaguchi Y (2006)|Jaenne J (2004)|Korman SH (2004)|Camacho JA (2006)|Rotmann A (2004)|Yeramian A (2006)|Cerec V (2007)|Bussiere FI (2005)|Nissim I (2005)|Rodriguez PC (2003)|Levillain O (2004)|Begum L (2002)|Camacho JA (2003)|Endo M (2003)|El Alami M (2003)|Gobert AP (2002)|Bansal V (2003)|Stickings P (2002)|Iwata S (2002)|Templeton MD (2005)|Morizono H (2006)|Barcelona-Andres B (2002)|Hosokawa H (1997)
l-glutamine,1503|2752|5471,17137369|16427816|17331943|16547651|16326016|16382338|16484281|16530878|17355124|17355125,Taylor SD (2006)|MacLeod TJ (2006)|Fijolek A (2007)|Tan S (2006)|Mong JA (2005)|Rose C (2005)|Miguel-Hidalgo JJ (2006)|Chatauret N (2006)|Jiang P (2007)
adenosine monophosphate,5564|5144|5142|84532|2203|3094|5565|1385|5292|5562|132|107|55902|2180|5836,16634986|16642960|16620308|16518831|16513051|17088426|16843095|17333137|17016423|17139284|7809062|18650089|17217311|17337452|17158446|17324065|16879221|17083486|17122581|17300755|17167165|18560757|17065073|11752352|17229090|16895552|17497934|17303131|16981708|17350930,Whitehead JP (2006)|Ruderman NB (2006)|McGee SL (2006)|Neurath KM (2006)|Richter EA (2006)|Terrin A (2006)|Porteous DJ (2006)|Siuciak JA (2007)|Imming P (2006)|Overington JP (2006)|Xue Y (1994)|Hebeisen P (2008)|Chou TF (2007)|Brenhouse HC (2007)|Ulfhammer E (2006)|Saha B (2006)|Kozinn J (2006)|Perlis RH (2007)|Mayes MA (2007)|Park J (2008)|Leoncini R (2006)|Chen X (2002)|Nicol X (2006)|Yang ZF (2006)|Reger AS (2007)|Linne U (2007)|Ingram-Smith C (2006)|Ingram-Smith C (2007)
alpha-linolenic acid,3992|9415|6785|7442|6546,10765977|8487621|16988497|8673626|11518758|17284757|15481543|17409318|12713571|21210105|17016423|17139284|17059813,Mohan IK (2000)|Maniongui C (1993)|Xiang M (2006)|Descomps B (1995)|Hoffman DR (2001)|Baylin A (2007)|Li MC (2004)|Portolesi R (2007)|Ge L (2003)|Tan L (2011)|Imming P (2006)|Overington JP (2006)|Ander BP (2007)
l-serine,10558|63826|9517|189|10993|6301|875,17559874|17499824|17663143|17557831|17322298|17654249|14688104|17016423|17139284|500557|4377655|16950556|16517553|16081124|17629356|17352495,Yard BA (2007)|Fujitani Y (2007)|Ying-Luan Z (2007)|Ikushiro H (2007)|Cowart LA (2007)|Son JH (2007)|Velayudhan J (2004)|Imming P (2006)|Overington JP (2006)|Wong HC (1979)|Snell K (1974)|Zhang Y (2007)|McClendon CL (2006)|Follis KE (2005)|Qu K (2008)|Sen S (2007)
l-methionine,635|10988|4548|4552|23743,17350061|16920841|17389618|17513393|16396637|16823043|17114291|16540317|16789740|16917013|16618098|17222188|17052662|17615995|16788729|17079868|17369066|17101561|17016423|17139284,Liu J (2007)|Slow S (2006)|Hazra A (2007)|Uthus EO (2007)|Sparks JD (2006)|Addlagatta A (2006)|Hu X (2006)|Nonato MC (2006)|Sheppard GS (2006)|Upadhya R (2006)|Taurog RE (2006)|Banks EC (2007)|Reynolds E (2006)|Yamada K (2007)|Hughes JA (2006)|Kim DJ (2006)|Elmore CL (2007)|Tvedegaard KC (2006)|Imming P (2006)|Overington JP (2006)
l-tyrosine,7054|51067|6898|8565,17520326|11752352|17604359|17451064|17578016|17561836|15840835|12754495|12097643|17139284|17016423|17389761|17401211,Rostrup M (2008)|Chen X (2002)|Olsovska J (2007)|Bodnar I (2007)|Ugriumov MV (2007)|Richards AB (2007)|Zhang Y (2005)|Kobayashi T (2003)|Kiga D (2002)|Overington JP (2006)|Imming P (2006)|Dong S (2007)|Bonnefond L (2007)
calcitriol,7421,11752352|15503649,Chen X (2002)|Reinhart GA (2004)
l-cystine,23657|11136|6519|1497,12898700|16014042|12065721|12498985|11867597|17016423|17139284|11689434,Tomi M (2003)|Bridges CC (2005)|Hosoya K (2002)|Ruiz E (2003)|Tomi M (2002)|Imming P (2006)|Overington JP (2006)|Kalatzis V (2001)
succinic acid,6561|8985|8424|64064|56670|5351|8974|6392|6391|5019|8802|6390|6389|444|7915|8801|9058|8630|64175|55214|8803|1468|10536|55217|64849|5033,17016423|17139284|11161786|10820142|17192395|17610258|15989954|16374125|17520677|16405730|16288654|17636259|16232921|15986240|15388917|17668387|16232421|12231007|10779596|16484232|15853764|17584458|17619587|11752352|16942602|16689938|16735460|16188913|16030212|15561973|15646028|15639001|16371358|15713802|10592235|16027120|16176879|15944208|16524379|17526543,Imming P (2006)|Overington JP (2006)|Lee A (2000)|Yoshisue K (2000)|Macaulay IC (2007)|Cudic M (2007)|Sun F (2005)|Brink I (2006)|Lehtonen HJ (2007)|Bayley JP (2006)|Bayley JP (2005)|Szeto SS (2007)|Kubo Y (2005)|Leibowitz G (2005)|Coros AM (2004)|Ostergaard E (2007)|Arikawa Y (2005)|Ackrell BA (2002)|Takeo S (2000)|Maklashina E (2006)|Yogeeswari P (2005)|Ahn SJ (2007)|Popov VN (2007)|Chen X (2002)|Wang C (2006)|Chiribau CB (2006)|Hagos Y (2006)|Takahashi R (2006)|Hall JA (2005)|Burckhardt BC (2005)|Gupta D (2004)|Goel HC (2005)|Huang LS (2006)|Dudkina NV (2005)|Berman HM (2000)|Mizuarai S (2005)|Ventura FV (2005)|Oshiro N (2005)|Yodoya E (2006)|Wolff NA (2007)
riboflavin,55312|645,16962092|16081269|21308351|15668000|16183635|17290783|14769034|16544142,Bertollo CM (2006)|Werner R (2005)|Hirano G (2011)|Solovieva IM (2005)|Sandoval FJ (2005)|Ishchuk OP (2007)|Russell TR (2004)|van Pee KH (2006)
n-acetyl-d-glucosamine,51172|8704|55577|8703|8702|5973|2683|4669,17016423|17927214|17139284|8294420|9722550|16857666|17010375|16674097|15489439|17229727|11948877|17349707|16011304|17565386|17292397|17203585|15736931|15449940|16157350|17370997|15932346|17414423|15112051|16349528|17576230|11752352,Imming P (2006)|Chavez CA (2007)|Overington JP (2006)|Mullis KG (1994)|Kornfeld R (1998)|Yang C (2006)|Weihofen WA (2006)|An HJ (2006)|Uehara T (2004)|Nishimasu H (2007)|Buelter T (2001)|Lee YC (2007)|Takahashi S (2005)|Ferrero MA (2007)|Hidalgo A (2006)|Ramakrishnan B (2005)|Ramakrishnan B (2004)|Ramasamy V (2005)|Boeggeman E (2007)|Vishu Kumar AB (2005)|Zou L (2007)|Spiro RG (2004)|Nogawa M (1998)|Shirazi F (2007)|Chen X (2002)
