drugName,entrezGeneIds,pubmedId
montelukast sodium,9682|11201|5429|51426,
isoorientin,29127|11201|51426|9682,
protease inhibitors,2214|3687|2064|939|4654|4363|4780|6517|290|9153|2215|7273|7980,16103765|15078959|14520092|17309824|8660953|16078135|12441344|12829635|12554354|26071337|9648223|3276312
chembl190333,5600|1432,
ilorasertib,1024|4067|10110|4486|3643|9263|5159|2066|2534|5058|4916|50488|4914|10188|5605|5584|51776|695|7297|3815|4233|51135|3932|3791|2444|817|2321|7301|5871|5586|6093|6197|1956|2185|640|2261|23683|5604|5580|9448|2064|53944|57396|6790|1432|9212|2872|28996|6725|558|1453|5562|1436|25865|3654|90|3702|6098|9641|6788|57551|5603|11200|2260|4145|4140|6198|3717|147746|9748|9475|84446|57118|4751|238|5747|5979|4915|9252|4058|25|6714|10733|816|9833|1455|2241|8536|5170|6850|3480|5156|6787|1029|2011|3984|2324|120892|2322|818|1969,
celecoxib,836|239|781|6774|487|771|4318|776|489|367|5743|8913|782|1026|149233|768|55799|1576|9564|6097|5163|9132|1649|93589|488|1499|774|783|5468|1906|3486|1559|324|842|9536|3785|778|51738|775|8911|784|3784|1577|5290|1027|7422|80781|4513|779|4780|9254|56479|632|5170|3786|25|5734|3308|777|5328|8912|785|773,22336956|23778325|21678971|17167033|17166886|15131590|16597647|15539607|17909047|12893985|23996211|26360837|11337938|25585969|27864660|16401468|17681167|16153401|18414388|18695978|30683736|12232050|18498150|16584347|12000750|16917206|16646082|16172791|19602986|19884011|24183739|19053751
dyclonine,10919|6336|1559|1565|51053|6331|1544|216|7421,
gnf-pf-1295,4088|51053|29994|4137|2629|2548,
gsk-625137a,7525,
sj000114950,10919|5893|8438,
peginterferon alfa-2b,3105|3704|3107|8638|1594|282617|3627|3113|3949|7421|1956|3440|3106|9153|4277|100132285|2030|6532|3620|101180976|120227|3569,23360626|26441325|23730840|21274861|26916827|26670100|20173735|26071337|23707372|26438033|21246582|27833958|20547162|21503919|20637204|21993426|21145801|22863269|23281610|26186989|20578254|21346780|21374656|25534433|23490377|21390311|24072198|21447862|25958342|20804372|26003758|21254157|20399780|21112660|25080450|24929144|26284539|28261910|26902034|25769643|20621700|20648473|19684573|21360545|21745312|23142377|21726252|24117654|23321318|21911885|30450628|22345656|24768758|24096968|21384511|22301466|21606533|23383658|21537116|26032235|21572301|28072888|27714501|22328925|27498543|21145807|24602923|24308755|20728570|20964522|27514956|21068134|29369421|20060832|25918016|24907224|24102823|21739446|21503910|21987611|24355007|28703131|26825765|24362944|19749758|22438096|20434452|25287681|22626609|21951981|21907615|21112657|21466653|28739427|19749757|26387494|26975229|20812847|27027531
m4 agonist,1133,
chembl3544988,54681|54583|112399|112398,
isoliquiritigenin,7421|1576|5970|7398|2629|1557|4137|79915|51053|3417|3725|3757,21866899
gnf-pf-3996,387129|3064|4780|4137|3417|5423|10919|2740|7486|2237|7494|29994|29127|5315,
cid 838877,9367|7157|3417|688,
sertindole,1813|148|146|3356|3362|3757|1565|147|3358|367|1576,15718164|16278312|14999113|9187528
ethylnorepinephrine hydrochloride,390245,
t091317,5465|10062|6311|2908|4780|6097|23435|367|9971|7376|6095|6256,20350005|22579484|24480357|24268541|18800767
chembl344159,554,
nintedanib,2321|2444|2261|2263|2268|5159|4067|5156|3791|3055|2260|2324|207|5979|7525|3932|8837|640|2534|2264|6714,22238366|18559524|19522465
tae-684,5580|6732|9833|1263|51135|816|57396|2322|9641|10298|1020|57551|3984|817|3791|4486|815|7297|3932|2260|9263|5979|5588|8476|5753|695|11183|4751|4233|5261|983|5871|9448|5170|818|6850|6790|2261|5594|9748|1613|9201|6787|5586|640|11200|5058|1022|5562|5566|6788|2321|5605|29110|10188|2869|5599|5347|2444|90|25|6093|2872|2324|4140|6714|23683|9212|1956|5601|25865|2066|3718|83942|1196|1436|9475|5156|50488|5604|57118|3654|3643|7525|5592|10733|120892|9149|84446|23617|3717|2534|1111|5159|6198|6725|558|3702|6197|2064|4067|1017,22335897
remoxipride,1813|1565|1544|1576|1557|1559,22931300
cid 1245272,3028|7157|6606|9367|6607|5970|5315|4791|4864|4790|3417,
sd-101,54106,25620999
platinum iv complexe 1,6774|6772,
pmid25980951-compound-7,331|329,
oxprenolol,153|154,
latrepirdine,116443|43|2902|2905|2906|116444|2904,
chembl230011,5294|5293,
vildagliptin,1803|2740,27160388
uk-396082,1361,
budesonide,2908|1565|113263|1559|8856|1394|1906|1576|1557|1544,22931300|21991891|19210659|15128701|22248724|18539200|7716352|9187528
polyphenol,1543|3439|4313|1786|3606|7498|1649|2064|5243|7124,16316927|16143535|15324350|14633667|12694877|16463383|16707458|11518657|12238566
gatifloxacin,1196|57396|7421|23683|3028|55775,
paclitaxel,81027|1910|2067|332|51053|2030|836|4988|10381|840|6663|10376|166378|7157|2064|2952|10|6790|1545|4233|7278|347733|4778|6714|4214|5894|207|6850|596|10382|84617|5243|2944|283871|2194|10383|5728|3976|55902|8856|1588|5290|113457|367|1026|4089|7090|6240|4363|1577|2950|3845|672|2068|1956|203068|1029|5156|10599|2353|1244|5294|7277|6648|472|675|7846|1978|121512|4313|8714|7153|1576|2342|27250|627|347688|3925|4851|28234|3576|3084|84790|2044|112714|85363|7280|3717|9429|1869|1826|1017|89845|8379,16741060|17229776|24361227|9067280|23963862|23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821|22441531|16211241|15347474|24444404|29584549|12851839|11955677|12559175|21151855|24599932|28514312|26432108|14761679|22784709|21636554|26096845|16467099|16289636|26803611|15657900|25637314|25833835|11800022|26469692|24170767|26245675|21216929|24886365|27078022|24868024|27556950|12574211|23038758|26179145|20212519|25010864|16043828|26307133|12761490|15876424|19470925|22370314|20573926|19692680|22581822|21783417|22285168|21900837|20022809|30520341|9588740|12087097|25495407|26282658|15897904|22843789|25672916|9174131|18593940|16890579|9187528|25398452|26033044|25928036|16778834|24587245|25104330|26267044|26641474|16753005|9271387|23390248|26133776|26763541|26133777|27075627|22139083|16849574|21079520|16020661|18445659|12684687|24065105|23407047|16459017
apigenin,6607|5970|1576|3248|390245|1536|9971|4791|4790|2908|6606|3091|387129|4780|2099|672|4137|1544|216|1557|246|328|5468|5467|3028|51426,25190466|23786520
ginkgo,64816|9420,15901353
fipexide,1544|1557|1565|1576,
ergocryptine,4137|9682|3028|1576|11201|10919|861|7398|865|7421,
dyrene,4790,
bay1436032,3417,28232670
dhpg,2911|2915|2002|3458,15212418|10530812|12623213|14552898|8979807|12421605|11181420|1362358|8532171|9822771|12231639|12068048|12220559|2992368
bay-11-7085,54737|8837|387129|3248|216|51053|5999|7421|10919|10951|6311|1812,22326395
chloramphenicol,216|3146|1576|1557,9931456|14576103
myricetin,3028|1557|839|1544|11069|5347|2237|840|5965|246|5429|10951|4137|7486|5423|60489|2744|11201|29994|216|54737|200315|7150|7153|26013|9682|328|2859|1559|3248|249|251|5290|51426|7066|390245|641|10411|27006|10919,8759170|7769390|22212721
nsc-353720,251|29994|249|248|10951|79915|5423|5429|10919|9682,
fosphenytoin,6331|3106,
gdc-0941,8503|5290|673|5287|2263|5293|207|30849|5294|4352|5289|5925|5296|146850|23533|3845|2064|3717|6794|5286|5291|5728|5295|5288,23674493|27174596|24601221|22084396|27020857|23136191|24339963|27197306|26058079|27604488|27196766|28119489|24265153|26577700|19276360|24251790|22693356|19165201|26725216|22952903|24322983|9661880|26733612
trimidox,322|2159,
isoprenaline,7421|3091|390245|10919|7253|1576,
cyc-116,4067|11183|9448|2932|1196|51776|5599|6850|1111|7525|9748|5156|10188|4233|10298|6300|5979|1436|6098|7297|5566|818|9475|2261|815|4916|5170|6093|1457|1859|1557|6198|1576|2241|1565|3815|640|29110|1453|4058|3643|5871|3718|10110|5562|51135|2444|2321|2534|7465|3791|1969|23683|147746|9212|25865|6197|2872|1017|6787|5586|10733|28996|1455|53944|6788|6714|6790|2260|2931|5261|9641|57396|1613|3654|8317|5601|57551|3932|3717|3702|816|207|817|1956|4140|4751|9263|1020|11200|1452|983|2322|25|1559|84446,20462263
dnr,2950|308|1017,10050715|11986942|11368357
chembl526,55879|2566|2558|2555|2557|2560|2559|2562|2564|2568|2565|2556|2554|2567|2561|2563,
eliglustat tartrate,7357,
trimipramine,1565|6532|10951|6530|1812|1557|1559,9918137|20531370|1346258|15252821|14716707|18359183|14520122|8867869|8181196|17721180|1527229|17667959|15115913|12360109|14646691|15205367|11682257|16024198|10774635|16361630|17008819|23486447|10460069|9585799|16871470|18677622|8563772|17625515|12222994|11452243|20083681|8195181|15168101|16413245|20492469|9316174|7969038|19884907|8835703|21412232
chembl956,5742|5743,
chembl451,2558|2556|2557|2562|2559|2568|2563|2554|2567|2561|55879|2564|2555|2560|2565|2566,
methylphenidate,7054|27341|64714|23587|1312|64072|93183|6530|152189|3064|79585|1813|57761|1812|9513|9855|157310|7485|5243|10520|26168|2110|94134|5617|6531|410|10840|64283|55625|1565|91612|84727|23284|6532|2904|8836|147929|5813|57488|7693|1066|4781|1814|4978,26810137|29382897|29230023|23131881|24763183|18214865|18703939|22149470|24035255|21550019|23952191|23771192|9122287|3035307|10831022|25229170|22851411|25989180|20157310|22486528|27624150|15572278|12699766|15827573|29374517|23609393|23083021|19733552|23856854
clonazepam,2554|200959|2555|2561|2559|1544|2556|2557|2566|2568|2567|2563|55879|2569|2565|2560|2562|1576|2558|2564|2570|10|706,9193878|9187528|30520338
pembrolizumab,3717|3716|1956|673|7157|3122|238|80380|29126|567|5133|4193|3815|5728|3845|51755|4893|6794|4194|5426|8289|55193,27433843|27903500|31086949|28039262|26822383|27225694|28619999|26918451|26086854|27718847|28472902|25891174|28351930|28514312|26645196|29773717|27683556|27159395|28188185|30742119|29736026|29301960|28451792
ink-1117,5290|5291,
g0-203-2c,4582,
sn-38,7150|54600|1244|8824|5243|10599|54576|54657|590|54578|54659|4363|54658|9429|54575|1066,16636344|24897286|12181437|18221820|27845419|25427841|19364970|19852077|17577039|27116457|18349289|17627617|17058217|17185998|12969965|1651156|18466101|14647407|20562211|19390945|17728214|12019197|11990381|15179405|10381366|16951398|15007088|11037804
gw282974x,1559|1544|4137|51053|1576|5594|7525|3248,
incb53914,5292,
bilirubin,3028|7361|54658|4137,25778466|21813404|10353933|20693308|22805420|17000907|7565971|20562445|12816916|10836148|9630669|18518849|10190918|10748067|15712364|9765507|10091406|4897277|11929814|11401924|15111762|16609363|3306242|19830808|12386134|15179405|9784835|17898154|17949292|12181419|8027054|22559977|1898728|10706110|12891498|11013440|15986396
methamphetamine,1814|4128|4129|134864|84062|2902|6532|627|1813|9463|152|3350|267012|148|2099|6530|6571|4988|2166|151|6531|147|409|6570|150|56899,21491142|17555717|23880023|24279859|28692418|26401760|17606663|19747927|19482054|19386276|16402083|23556448|31789429|17233643|31462767
chembl501867,112714|81027|10383|7277|10381|347733|7846|84790|203068|84617|347688|113457|10376|7280,
garlic extract,3558,8402735
paliperidone,2066|1813|4160|3356|1565|10919|9135|1812|25970,25714000|22566560|23799528|23920449|27217270|28694205
menotropins,2492|3973,
dg031,241,
chembl705,6258|5914|6257|5915|6256|5916,
dermolastin,5645|1511|5646|2147|1991|5644,
tamsulosin,147|1565|148|146|1576|1577,9187528|18695978
bromodiphenhydramine,3269,
dacarbazine,1543|5328|1559|1576|132|23649|1544|3576|581|2944|1565|1557,27428168|9378540|22931300|6317371|14512787|23323945
chembl1200376,2908,
beclomethasone dipropionate,4780|3553|632|3559|1437|2908|5741|367,9176529|8256242|8758124|9314351|9230235|2028429
chembl3545134,6198|208|6199|10000|207,
capsaicin,627|216|7442|1544|6447|4780|1576|4908|2057|5111|10535|3976|4907|2670|5243,10430952|12641434|17015277|3858706|10651868|17603282|9435579|10087087|9138695|2492344|17979524|15076747|16674925
om-174,7097|7099,
metaraminol,1557|148|1544|1559|1576|1565|1813,22931300
azd-1152-hqpa,5058|11183|5159|2066|3932|4486|1956|2321|9448|5156|5979|6790|1453|2324|2322|11200|4067|9212|3791|640|695|5871,25036791
chembl1200330,1128|1131,
benserazide hydrochloride,7421|2237|216|54737|251|10919|9682|390245|328|10055|248|11201|29994|5347|4137|10054,
fp-1201,3456,
fluoxetine hydrochloride,1576|367|6311|3757|5467,
chembl1743082,81027|7846|347688|10381|7280|112714|7277|113457|84790|84617|10383|203068|2064|10376|347733,
nvp-tnks656,1499,26224873
metharbital,2567|2557|1137|2556|2558|1139|2898|2555|2891|2554|2559,
glisoxepide,3766,
azd-3241,4353,
sterol derivative 1,3156,
tdr77585,9367|6606|7157|51053|1845|6607|4864,
ticrynafen,1565|1576|1544,22931300
cudc-907,3064|5290|5294|5728|2064|3845,22693356|20570890|19165201|19490892
meprobamate,2556|2554|2559|2555|2558|64146|2557|5581,23197040
aminocyclopentenone compound 1,23476,
lak cell,3689,7947458|8381564|1683349
tetrahydrobiopterin,5053|7054|4846|7166,
pgf2alpha,5729|5733|5737|5731|5732|6915|11251|5734,
vedolizmab,3676|3695,
clorazepate,2554|2563|2570|2567|706|2562|2568|200959|2565|55879|2561|2559|2558|2560|2557|2564|2555|2556|2569|2566,
cyclopropylamine derivative 11,1776,
hms5552,2645,
chembl2364609,2906|2902|2905|116443|2903|116444|2904,
nivolumab,5395|29126|8289|1956|4194|3845|3122|238|673|5728|55193|6794|5133|51755|4193,27001570|29736026|28351930|31086949|28525386|26822383|27225694|26918451|26086854|28472902|28407039|26645196|29301960|31486842|29773717|30742119
chembl467,6241|6240|50484,
chembl1201670,1438|1439,
il-2/gene-modified lymphocytes,3558,22929977
cyclophosphamide,3458|10|26354|5296|7157|6648|672|4613|4914|355|218|80339|126|1491|2064|5528|29102|7132|2950|4595|238|675|5595|1545|2944|2308|1576|2264|10919|1559|3689|64065|85413|1555|1557|10599|655|3980|8856|874|472|9429|216|1548|3683|3567|4908|2067|8812|7172|9978|2938|60|1544|1244|10257|3643|5893|2625|873|2052|1588|8714|7515|1565|6387|581|55816|4835|3667|4846|10951|63970|4842|1499|7150|552859|3161|1571,10823419|24533712|25589624|12439032|12548406|11437491|28744905|27779248|24614921|9894568|19786980|25008867|21362365|22188361|20568049|26438783|15193230|24599932|24958282|27785604|22931300|16822847|9523002|28036387|20179710|8774842|15746054|15228172|8242617|15919850|27234217|17388661|16243804|26590194|19376514|29938344|10469894|18854779|15237855|12386121|19702528|19442086|11038165|14704462|8886611|9389690|11006010|10683293|19448608|26222310|12167460|19696793|24141364|9382956|12684728|26894931|18496131|22016816|27173875|14767525|21946896|19671875|25545243|26521987|1682037|26773420|24128861|17638512|19005482|11470993|28181240|21821736
rotenone,10951|5468|2475|1072|983|5467|1557|4780|367|1576|6256|7157|51053|3725,21875114|16680159
olanzapine,887|1813|4524|2696|3354|3362|1812|1543|152|151|3350|148|1133|7957|5367|3363|1129|25970|147|1577|477|627|4160|1815|255239|339745|1131|2548|1816|3356|2326|440275|150|3552|1559|3352|1814|2947|7172|3351|1312|9135|155|1103|3358|5999|64816|1132|3269|3359|2740|2641|5468|1576|6532|22987|2328|1268|54658|1128|196|2784|2166|23216|2671|5243|3952,20732371|24725652|25321336|21747410|23492908|27092952|17541984|28694205|23559402|24595507|22566560|23799528|23920449|27217270|22310352|20714340|23859574|18180754|18086475|18579277|26872113|17767146|23851570|22967772|9713903|15694263|28673279|11505224|17105675|18926547|16123753|11920858|991813|14610521|20375926|25563748|9858029|15830237|16513877|20194480|9918131|21095016|23147717|24751813|21107309|19193342|17503482|19494443|24885933|19000940|19636338|32462699|24595013|21519338|24624910|19622037|20031235|22120873|20107430|20631561|23364847|29443543|17038883|25152019|19142101|17702092|21121776|17632216|19997080|20680028|20504252|26880915|19434072|17016522|18681781|18320559
benzethonium chloride,317|3417|367|3064|4780|3757|6311|23435|2099|6256|4790|6097|7398|5893|7157|84634,17266198
rgb-286638,983|1019|1018|1017|1025,
chembl1201550,3561|1938|3559|3560,
genistein,10728|25|1557|1048|1576|9367|5047|2100|2046|4255|2629|6513|3084|7066|6256|9971|1080|1056|7082|9429|3554|4780|1588|2099|7157|4908|7040|7038|5617|6898|196|1544|6606|5979|354|4864|5340|185|7153|332|79915|632|1647|6517|3579|3248|4088|6607|890|2670,15229138|9349317|9331108|16380645|12820358|15850105|16203797|8621505|17539658|12124395|10600647|10330056|15290869|10400830|16285913|16038533|11698238|12580099|16475902|7706371|9128187|27261451|12490842|10811979|11835393|7476882|7769390|17375591|14680578|17203194|12808286|15527761|8424658|9712063|15963949|9664138|10629745
astuprotimut-r,4102,
pf-04691502,5728|2475|5295|3845|5294|5290,21750219|26725216
fluvoxamine,1312|1576|1565|6532|2247|1559|1544|161357|3350|3356|5243|1557,20619611|22931300|11763009|8823236|22445761|19590397|18047755|18484082|18387740|21688171|19800133|23733030|16874005|16205777|19361869|18215618|26704739|22641028
antithrombin,2160|2158|2161|2159|5340|3818|716|2147,
hydroquinone,596|7299|3091|4780|6097|1588|958|10919|7066|3248|3576|2950|3553|3028|7153|1728|4790,10220568|10979580|17118622|15141365|7589278|15833037|10393963
enmd-2076,3791|2261|6790|2321|2260|4914|2322|3815|2264|4869|3717|640|2324|2263|5979|25|6714|5747|5156|2534|3932|7525|1436,27406088
chembl1201668,4881,
chembl1096882,6241|6240|5426|50484|5422|5424,
quinacrine,2475|10919|79915|51426|2237|11201|5999|1812|7398,
cp-55940,3417|1269|1268|79915|3757|6311|4088|1559,25760146|17027269
sodium lauryl sulfate,213|7398|7421,
acebutolol,153|7038,2903243|2878948
metformin,11132|472|269|160140|5564|6580|5728|2475|5563|51422|3417|222962|6794|32|6582|55244|5571|146802|2330|5562|3845|53632|80704|4893|5465|57094|5565|6581|6928|6514|26960|3767|26121|5290|6667|8856|2064|3265,25327507|28834135|24853734|29352482|26471090|17609683|28380657|19898263|26700958|22735389|19536068|24624919|17111267|21989078|20690652|22722338|19381165|27859023|26921394|24077915|26363012|17062558|18006825|23417334|25939711|23267855|23873119|26004431|22882994|21956618|23652408|26306225|32444490|26528626|25504439|29650774|25920679|20859243|23877793|16595597|23986086|28375706|26951660
chembl3545135,4708|4536|4712|4715|4695|4718|4720|4728|4704|51079|4725|4702|4709|4705|55967|4539|51103|4541|56901|4697|4722|4538|29078|4716|25915|4731|374291|4707|4729|4706|4711|4717|4724|4540|4710|4694|4723|91942|4696|4700|4701|4698|4726|54539|4719|4537|4535|4713|126328|4714,
taci-ig,8741|10673,
