drugName,entrezGeneIds,pubmedId
l-glutamic acid,440|586|2899|2902|18|6898|2806|2918|2905|2903|6507|2058|5832|26873|2746|2895|83733|162417|2805|79751|2028|6511|51557|124454|2730|2893|2914|2346|5198|2917|5188|2875|587|6505|116443|51166|2356|2571|10157|2677|23657|84706|29968|2747|2897|2906|6506|23549|2891|55191|2752|6512|2901|2890|10841|2904|56267|2898|2900|2911|2744|2892|10404|2729|2572|116444|27165|8833|2894,17016423|17139284|17559390|1371217|8622118|11058796|17662248|8979623|3299141|1983997|16840830|10592235|261660|17360958|16957773|10455281|7905294|9417820|11080203|12068077|8886398|16855093|16959378|17088867|8132637|9063462|12513997|114173|9622938|11302195|6145710|4514988|8288265|17347518|11732752|8568030|7448199|9838098|9224806|17161369|17000861|11406192|7679210|12008069|15336276|11916141|15837926|2347042|16854580|16831195|17389249|17382927|17444813|12850557|16686541|16990006|17445798|17600364|16769115|17562689|16643338|12226216|9249048|687635|17112295|17327402|16719820|15103612|10024454|13129570|9254673|10513575|11755246|16718509|17928682|1279377|7838123|17284842|16876704|16973920|16673373|15128272|9108121|2850065|9837973|17229973|17581967|8589992|17331504|16751798|16952838|16861819|16824605|16815871|16720907|17507169|17317763|16879709|17373776|16793004|17321558|16142895|7907328|12069605
glutathione,2882|221357|2879|4056|51022|119391|4258|2937|2954|2952|2877|2876|9446|2950|4259|2948|2941|2947|2946|2936|4257|493869|2678|51060|2938|2939|2098|2745|2949|257202|27306|2739|2944|373156|2940|2880|2878|3029,17588737|17016423|10085232|17139284|9331086|12076520|17503194|14967915|12751792|17632548|17632546|17355958|17546662|17401194|17226937|12618591|16399380|17607728|17401648|17452339|17467761|17630655|12052898|4019417|15277241|17381051|17617661|17372252|17333241|17653748|17510403|16721761|2742004|15679624|17537474|17617905|17517071|17465221|7974294|10905636|10592235|15796179|17553661|17490601|17498936|17604895|17523921|17512104|17369902|17338281|17327255|17303537|17297922|17306223|17316176|17644279|17569287|17291629|17545509|17425746|17346923|17317527|17401685|17338280|17321661|2554783|7397203|12904537|17327665|17460036|17512091|17431186|17640917|11173863|11684093|3532684|17081103|17561443|17387467|17297093|17513408|8415655|16547010|15113825|17664277|17609286|17427177|17624589|17311259|14709161|9480897|8910329|17531267|17578749|17558897|3955057|11018726|8589803
phosphatidyl serine,949|9791|55512|55627|8527|1608|23761|81490|5578|10396,16530182|16371234|14594995|15791597|15541376|12761285|15130088|16627002|12912985|16517606|12566438|17016423|17139284|11309392|8626538|16905533|15273086|15522832|15522831|14660568|16246067|12833164|14984733|12361952|17387686|15052332|12269833|16114872|14698304|17367165|16618126|15971000|12697835|16179347
glycine,2628|64902|2741|2905|23464|2617|2937|212|6472|2742|9152|2903|189|211|2743|6470|27232|6536|51268|140679|2731|570|2653|10249|2841|92292|219970|116444|206358|8001|1544|1559|1565|1576|1557,16970975|17486546|17016423|17139284|15240345|6703688|16884688|17154252|8955518|11861317|9073168|17146529|17544401|17150752|17035524|16982409|17433503|17124497|17401648|17452339|17397529|16996193|12686158|8407861|7883699|17664250|17905752|17567465|17012403|17550639|16847326|11752352|17646495|17405869|17513636|17360906|17403555|16899523|16990263|17616291|17578005|17469798|16876889|17355947|17150100|17142057|17158459|16851960|17154529|17462677|16899062|17504107|17597258|17017963|17418495|17652600|17554001|17158739|17496108|17361008|17256745|17379925|16931649|17416343|17146584|17143481|17502428|16052352|15058382|14718599|16980404|22931300
calcidiol,7421|120227,11752352|15503649|26661839
pyridoxal,8566,16978644|16494569|15985434
creatine,6535|2593|1158|1152|548596|1160|4336,16949212|17385170|17486546|16849631|16763899|17347380|17336114|1731757|17000714|17389266|17036164|17148442|16875703|2394753|8662608|17016423|11538605|17139284|10567223|9642223|8399219|31624333
l-leucine,586|51520|9836|51451|587|23395,17077963|17554170|17144674|17407263|16955236|16774921|16956879|17016423|17139284|12670965|17378584|17095543
l-tryptophan,7453|10352|6582|3620,17114500|17150540|17428498|17661345|16724112|17114825|16639024|16636268|22590580
l-cysteine,1491|1036|2730|79587|2805|51380|2729|833|80704|9054|2937|875|4255,16428267|17634391|16108046|17657274|16492780|17135237|16355974|15695431|17016423|17139284|7131091|6953423|236774|17615559|15828873|15985427|16877383|16603772|17469805|16940754|17602574|17377202|16781459|15671155|17488480|16950796
thiamine,27010|10560,15514058|15150256|11642045|15664409|10391221|10391223|16642288|10391222
ergocalciferol,7421|10919|367|4780,18290715|11752352|17519354|20525913|17207992|20091647|17440943|17218095|16949927
dihomo-gamma-linolenic acid,5742|5743,11752352|15990700|16190133|11121413|11477109|11939906
l-citrulline,23564|445|353238|23576|11240|29943|51702|5009|4842|23569|4843|4846,10950934|17653133|12445581|9879717|12709047|17427379|16449956|17016423|17139284|12615801|14766200|15854045|15150696|11069618|16671893|16585758|10648527|10407171|11072090|10353334|10944418|11067741|10681601|10799481|10962148|10945985|10502685|15345777|16355400|16271291|16146736|16412378|12745988|10906995|11742852|10906994|10440125|10403604|10690351|10749853|10460702
l-threonine,6897|80222|79896,17016423|15507440|9493271|17139284|12875846|17644600
nadh,5959|127|3156|4702|5160|7923|4698|4705|4725|4723|219|3614|35|3028|3295|7358|2936|125|4701|4712|3033|4535|126|3291|3421|23530|4967|26227|1727|4539|4697|3294|92483|1586|4713|8854|4700|4696|4541|2746|4714|51478|4711|644|231|1036|128|7264|1962|4540|220|622|10797|4718|3030|10157|1738|2819|221|222|4722|4537|3292|55967|2747|4715|4522|645|8644|4710|160287|6652|1737|1645|3163|1109|4329|11112|6307|5161|4199|7299|224|26330|3283|3615|223|4709|4720|131|3284|51079|9563|4835|4719|3939|4694|5831|4728|124|126328|5860|2597|4706|4191|29920|7915|56901|50814|3290|10873|3162|4717|1717|3420|4731|4708|3248|4695|4538|216|4724|1646|1579|4707|3293|374291|217|501|1719|4729|8659|4716|3945|3419|275|5162|4190|4726|218|4536|4200|4704|3948,17608724|17016423|17139284|1938903|3593480|11306066|14511985|15152097|15755483|9860297|17444656|17209562|10070614|14662656|8288251|9571201|16384941|12517343|3804697|1472079|17550271|17565998|17540766|17053903|17502280|16897483|17202348|11752352|12604203|8585102|1727721|14189899|4292141|4380379|17216441|17668068|2692566|945314|12183470|17341833|16814740|17082011|17401193|17040106|3463506|2615366|8529651|17595315|11864782|11872149|10320326|17402939|17222174|17508915|17619232|16821840|17525463|17092593|9071018|17614984|16241904|2550053|8533882|38961|16898010|17496098|17513495|17015645|17542618|17002315|17223709|17017892|17315258|17314104|17088060|3164265|17559398|2146972|6584048|17343568|16368957|11060293|16986858|17157188|11037109|1898092|17197218|16790533|17292452|6603890|16239728|12492483|15488735|2961942|3476810|2362440|17496727|3129020|7584606|8490052|11410692|1911436|239964|17531229|17269701|16898590|17171348|17298031|16905546|17031400|17006762|17308685|17555402|10200266|16777263|17474756|9576793|9837812|11086155|16760478|10814540|3086306|6820434|17031544|17194030|17203264|17487443|17603759|11479381|15805545|9141556|16740313|17080607|12699699|12897089|17463062|9950599|7846157|15560738|16583981|11860175|11181577|12810547|12416991|11246504|237755|8369340|8938450|10097178|17488809|16961761|9355735|17032644|17115689|10716640|16934832|12054772|16198644|4303363|13152105|1116996|16983536|15700717|12882707|17260964|17132781|17323923|17499024|17530440|182529|3735252|2751392
folic acid,2350|2352|471|174|9429|6573|4609|7124|1719|4552|7099|4524|7298|4023|7498|3952|494514|113235|2348|3028,16620997|17035141|11752352|16704197|17016423|17139284|7727426|8110752|8061055|9679969|25234128|14990409|15047700|3479800|14608078|10956384|22926161|20136356|29662106|16672082|20634689|29317847|19307503|18322994|6732760|6547955|11514359
icosapent,5742|3992|5468|2864|2182|6546|5467|7442|2181|5743|7421|2744,14993240|16141635|12562875|20463020|15990700|16190133|11477109|11026622|9917342|10685788|10917903|9610840|17052999|17610002|16702329|12055328|11552681|16214394|12784866|15108178|15358223|9610365|16507691|10198642|17632107|17038422|17016423|17139284|17459764|12573452
l-alanine,57505|64902|6509|23428|18|85007|8942|84706|189|16|206358|2875|9054,17016423|8601277|7742303|17139284|10871402|6703688|2907870|17195090|17237199|17475673|17311416|17510490|17504263|11752352|17504214|17300176|17334708|15122758|11863375|16495081|11562405|10453743|17110443|16373326|17319845|17353078|17403374|17163821|17660944|17469805
l-valine,586|7407|5096,17077963|15667998|17554170|17095543|15710393|17016423|17139284|12409268
vitamin a,5959|5949|10901|8854|9227|50700|57665|51109|54884|5947|9249|220|216|145226|112724|6017|943|7421|2936|1080|6898|6223|6258|6319|7052|7369|7057|2697,16837774|17608724|16860536|17435174|16566595|15935345|15928609|17602665|17200663|17049961|17534402|16982809|17270546|17098734|17184764|16538685|16174770|16054134|17016423|17081426|17139284|14661078|14718298|16787387|17253779|15994349|15951260|16011460|16156801|16157297|12697717|9705317|11861404|17486539|15950969|16829625|16763553|17329364|16269441|17032653|17512723|17251447|17014079|17652763|10066655|9627692|10609868|6517947|17988958|8100575|9666306|11133156|12175513|12538081|14529804|6224621|15736054|16292552
vitamin e,8856|23541|5579|5578|5516|1606|240|266629|5515|284904|2936|2064|5360|8529|348|5741|7040|80781|2950|2796|5243|468|354|7054|4312|5898|3265,16603143|16880233|17252538|16579965|10644549|17016423|17139284|15184978|11850093|11736999|9430404|16531984|15040456|2035236|15582575|15734742|15576481|12105225|17341693|18433732|20861217|15753130|24759732|24138531|11997390|12076219|408151|1505665|12792883|17029404|12876296|11043924|16006884|11172767|16083877|12514119|10836612|12057767|16861802|9750015|16166287
pyridoxine,8566|3240|4914|7124,16466641|16978644|16494569|18256491|6935482|12603263|16277693
lipoic acid,11019|8884|51601|6513,9808738|11389890|15225307|10403368|16246025|12214555|11955628|10334869|10473591|8617275|17570395|16043486|23984871
l-isoleucine,587|586|3376|36|55699,12670965|15667998|12667063|12147502|17554170|14962140|12783542|14672940|16397872|15163798|12788342|16950638|16317551|15615815|16697013|17095543|15663927
aspartame,80834|7442,17016423|17168764|17139284|15353592|17567713
cholecalciferol,7421|4780|355|367|246|10919|2215|51053|6097|4137|2099|1576,20435140|11752352|15503649|9811059
menadione,4835|5624|2158|154807|79001|8858|2159|632|5627|1728|2147|2155|2677|316|10919|641|7421|7157|4128|367|6311|5467|1557|4780|216|4137|1544|4129|3043|1565,10433694|15733542|16765324|12351651|15078100|17016423|17215245|17139284|17348045|16102054|16677080|3060178|8161215|12033454|12069105|10939639|10654840|10190578|10614691|7657295|2922761|6867080|10469489|2484931|12083499|22071524
adenosine triphosphate,27|369|65061|156|440|25|5243|94|10939|91|238|317|107|55902|8647|22978|10060|8883|19|6833|207|157|90|9619|1244|84532|439|291|2180|10188|5562|269|445|3312,17016423|11752352|17139284|16944963|17417072|16890580|16842213|17120199|10935465|12493915|14704009|17126857|16819395|16845255|16829188|16897043|16858612|17135600|17224860|17325510|17457130|16931986|17041888|16876126|17158291|17117613|16902423|17467962|17112803|17210842|16415863
l-proline,65263|2058|5478|8974|5831|5625|10465|5479|5480|9360|29920|25973|112849|6534|11254|10105|64175|55214|11212|10536|5033,17016423|17139284|10592235|11752352|16874462|17536821|16600630|16511143|17344208|11479381
adenine,6733|353|32|52|4507|23435,10592235|16597468|17126311|17064924|16845529|17199504|2880560|17139284|17016423|8318018|12829626|10684601|15358193|7629177|17090056|16631464|17041099
l-asparagine,440|79731|6510|10991|80150|4677,16164412|15574844|17380207|14990305|12706338|16753178|12874385|15581847|17094966|17016423|17139284
pravastatin,3156|4524|19|28234|387|4313|7099|1244|9376|5243|3990|221458|1576|3123|3558|29881|338|1071|4314|8647|11309|9510|581|10599|9177|9429|4547|348|4023|3363|3553|9356|1636|4842|3949,11752352|18622257|19673941|20031551|25502615|23166513|15842807|12742999|17047488|15616150|16103896|16115483|20403483|18222353|18222355|20215968|17615423|27839692|16051523|19752398|8312689|18957472|14660992|15044381|9420339|15856070|10190398|18174457|16540096|16678544|17600820|17563401|18815589|18332269|18261733|15199031|17622941|15136504|19842935|19667110|17289397|14515062|11545752|10636265|12695469|15126084
fluvoxamine,6532|1312|1576|1565|2247|1559|1544|161357|3350|3356|5243|1557,12208313|11166521|11817517|12721776|20687077|16316311|11304754|12695316|18568110|15170064|20619611|22931300|11763009|8823236|22445761|19590397|18047755|18484082|18387740|21688171|19800133|23733030|16874005|16205777|19361869|18215618|26704739|22641028
valsartan,185|10599,8242249|8577935|15579516|12460705|11752352|12023686|16678545
ramipril,1636|1490|4313|7040,11030016|16398929|11929321|11752352|15128880|16166267|15716710
masoprocol,240|2064,11752352|11318430|15379894|15694390|15098224|11277534
flunisolide,2908|1565|6862|367|1559|1557|5321|1544|1576|113263,11752352|2386110|9523318|8466638|15285788|9563368|11368283|22931300|21991891
baclofen,9568|2550|4790|2353|4780|4842|2641|627|7252|6863,8388192|10658574|19303900|10328880|11008066|10545129|10751439|15235087|11752352|10094428|10444662|10494996|10482760|10386831|11301212|7674378|9486305|16137704|15476754|7042732|17074039|9408051|2467977
amphetamine,9607|6530|6571|1813|4129|134864|6531|154|153|155|152|151|150|146|147|148|6532|4128|8850|1565|4988|6750|2670,16713658|15597110|15661821|15680473|15644956|15680478|12954796|7700252|9648873|7751968|15955613|21272013|1532675|7059347|15764732|17234900|17212650|17218486|17234899|15795321|15602501|15728379|15661631|15950014|4399738|6245760|17209801|23539642|12624535|9264312|2874568|7569352|15044042
pentagastrin,887,12073167|3004700|1732532|7491961|11752352|15157745
nicotine,8973|1139|55584|1588|1103|57053|1142|1137|1143|1136|1135|1141|1138|54657|1812|2328|54577|3164|1129|7365|3094|1312|4908|1553|6531|581|1555|7428|1385|1026|2587|1649|9177|4988|255239|627|1356|1813|5243|23284|2035|1565|1644|1576|1991|7040|3084|1869|5447|2326|116443|174|1019,20081230|20400469|11006350|19560048|16754836|17360707|3711333|13192619|17590520|16636791|17226798|17146052|17613539|15048644|14570768|18092181|28290528|12167564|12111438|11979430|19644963|18300939|17909004|24192532|17978999|18192898|22695756|26555332|11927842|16395295|17268847|29342418|20886544|15229055|20854418|15225679|17015050|17638512|11470993|18004205|25652250|14555188|11331423|20231857|16011614|19290018|15790597|31402126|21740768|24535486|21430647|22373943|11592233|22260295|15007373|17224915|23223006|11840318|16387451|31246565|16960700|21540761|15077009|19273465|16790237|7740554|16123753|15203796|16191663|26287939|24611668|16740595|12851153|8912774|26164842|10198208|18784291|16601104|20084518|1711749|15231866
cevimeline,1131|1128|1565,18450949|17016423|11752352|17139284|8624083
lorazepam,55879|2559|2566|2560|2568|2563|2557|2561|2565|2558|2554|2562|2555|2556|2567|2564|706|348|2569|7366|2570|200959,18384456|1647706|8787774|17156911|16959136|15699298|15961980
esmolol,153,2568748|7612051|2894187|11752352|7957532|1975995
ethchlorvynol,55879|2559|2566|2560|2568|2563|2557|2561|2565|2558|2554|2562|2555|2556|2567|2564,1585214
carbidopa,1644|4137|3028|390245|4524|10919|3248|9682|216,12885750|10934669|16184369|11709201|11752352|11106255|17241115|12083967
phentermine,6530|4128|6532|4129|6531,17016423|11060745|17139284|7902561|16119498|10799660|11673765|10231134|11911838|16380550|16644904|17459426|10458725|14675103|10218558|19928382
indecainide,6331,2688391|17016423|6206315|11752352|17139284|2476626
