diseaseId,diseaseName,entrezGeneIds
C0346153,breast cancer - familial,11200|2099|324|4519|4556|4576|472|580|5888|672|675|7251|79728|83990|999|1111|2956|4072|4292|4361|4436|4595|4683|5002|5290|5395|5889|5892|5965|7516|8438|8493|10111|60561|79648|84464|348654|100144748
C0022116,ischemia,1158|134|1356|140|1958|2833|3162|3569|4846|5020|5111|5328|54205|5468|551|5601|581|59|5972|6275|6387|6647|6648|7157|7498|871|968
C0032580,adenomatous polyposis coli,1592|207|2328|26585|324|4163|4595|4913|5743|6648|960|1956|2153|3700|4437|7276|116844
C0040128,thyroid diseases,10618|163223|163882|1733|1734|3398|3399|3693|51454|6347|687|6926
C0030319,panic disorder,101927284|1312|135|150|3630|387572|5317|54549|57101|57658|619493|677663|887
C0009404,colorectal neoplasms,100187710|100187711|100188841|100188887|100271690|100271691|100271692|1003|100329169|100422821|1005|10057|10058|10135|10257|10297|10349|10350|10351|10457|10631|10666|10714|1080|11171|11197|11200|11257|116135|1244|125|1294|135228|1404|140628|143187|1437|148266|1487|1499|150000|1544|1545|154664|1548|1630|1719|1728|1806|1890|19|1956|201163|2033|2041|2068|207|2070|21|2100|217|2195|2199|2201|2202|221687|2237|225|2261|22843|22854|23036|2318|23345|23456|23460|23461|2356|23600|23643|24|256536|26038|26154|26256|2626|26585|27030|27151|284217|2879|2894|2903|29108|2944|2947|2977|2984|30833|3231|3235|324|332|340273|3439|3440|3481|3486|3572|3576|368|3791|3845|3992|405|406900|406920|407017|407050|4089|4092|4288|4292|4312|4313|4363|4436|4524|4552|4830|4831|4893|4897|4929|4953|51466|5157|5243|5244|5268|5290|5320|540|5424|5426|54436|5468|54739|54822|54894|55356|5579|5581|5587|57007|57016|57178|57338|5743|5789|5795|5825|5826|59345|59352|595|596|5979|6059|6241|6414|6422|6423|6424|6425|64321|64359|6447|652|6573|66037|6648|6678|668|673|6790|6833|6934|6948|701|7037|7040|7046|7083|7087|7097|7099|7124|7157|7296|7298|7372|7374|7849|79695|7980|80317|811|8313|841|85415|8626|8647|8667|8714|8741|8743|8836|8842|8991|9148|9156|91768|9201|928|9415|94274|9429|9619|9668|9754|999
C0001624,adrenal gland neoplasms,1029|1499|2778|2796|2798|5566|5743|5925|7157|7253|998
C0038644,sudden infant death syndrome,1139|1141|23171|3757|3764|3784|4535|4567|6324|6330|6331|6532|859|34|361|4128|8929|54738
C0027819,neuroblastoma,100306937|100306938|100306939|1029|10413|11200|1621|23095|238|26038|2778|3082|3265|3456|3845|389421|4004|401237|4233|4513|4609|4613|4826|4830|4893|4914|4915|51144|5243|546|57492|57531|5781|5784|580|590|65018|6790|7015|7054|7153|729177|7869|81704|8289|83593|84181|8743|8929|2099|2625|3670|6909|9464
C2931456,prostate cancer - familial,10481|11200|2048|4477|4481|4683|6041|60528|6716|672|675|6928|999|395|472|596|841|1027|1107|1789|1794|1861|2122|3111|3619|3696|4154|4323|4650|5083|5452|5604|6925|6934|8379|8495|8537|8932|9289|9909|10018|10194|22992|23185|23331|27087|54801|54887|54894|55328|56946|57082|57666|63876|64864|79783|79969|81532|83879|91522|283349|344595|390858|730198|100507527|106479631|106479784|106480868|106481323
C0024667,animal mammary neoplasms,1019|1040|10409|10653|10769|111|11151|11186|112802|1266|1289|1312|140738|1447|1448|1468|1622|1674|1848|1901|1915|1956|1984|2023|2052|2064|2099|2100|214|2167|2180|2202|2335|23569|26012|2625|2628|2678|2771|2937|301|302|3021|3039|307|3178|324|3265|3399|3400|347733|3572|358|3638|3827|3852|3925|3963|4023|4072|4191|4254|4256|4282|4512|4692|5037|5045|50486|5154|51599|5223|5241|5245|5295|5315|5465|5617|5618|5685|5720|5725|5731|5764|5901|5921|5924|5925|5947|595|5950|5954|60|6122|6128|6208|6277|6279|6319|6414|6427|644076|6446|6558|6623|6634|6662|672|6774|6776|7001|7018|7069|7086|7091|71|7170|7227|7329|7351|7430|7498|7534|81|832|8573|8673|8825|8848|9019|902|93974|949|9540|9615|9902|998|999
C0029422,osteochondrodysplasias,10683|1280|1297|1301|2316|2321|2720|3339|3791|50964|59341|596|6399|7422|9719
C0041755,adverse reaction to drug,10|10257|10568|10599|10769|1191|1244|126393|134|135|1437|1440|150684|1544|1559|1565|1571|1719|2053|213|2243|26762|3106|3107|3162|3357|3479|3484|3562|4254|4363|4524|4548|4552|471|4780|5243|5465|54658|5743|590|5972|6470|6573|6578|6696|6948|7150|7298|84159|8824|9|9429|9456
C0015625,fanconi anemia,2072|2175|2176|2177|2178|2187|2188|2189|29089|4599|55120|55215|57697|5889|675|7124|79728|83990|84464|672|2067|5888|7516|10459|55159
C0751778,myoclonic epilepsies - progressive,10939|1822|26278|3746|378884|4758|5274|54982|5621|57465|7248|7957|1106|9570|10715|56978|84823
C0206762,limb deformities - congenital,10082|1147|1302|1404|2263|3207|3237|3238|3239|3664|407975|6299|6926|7042|775|8626
C0429087,electrocardiogram: p-r interval,101929667|3680|4211|6331|6336|64762|6910|7481|83478|857
C0024668,mammary neoplasms - experimental,1019|1021|1040|10409|10653|10769|111|112802|1266|1289|1447|1448|1468|1622|1674|174|1848|186|1901|1915|1956|1984|2023|2052|2064|2099|2100|214|2167|2180|2202|2335|23569|26012|2625|2628|2678|2688|2771|2937|301|3021|3039|307|3162|3178|3182|3265|331|3397|3399|3400|347733|3479|3572|358|3586|3638|3852|3925|3963|4012|4023|4072|4191|4254|4256|4282|4318|4512|5020|5037|5045|50486|5154|51599|5223|5241|5245|5295|5315|5465|5609|5617|5618|5685|5720|5725|5731|5764|5901|5921|5924|5925|5947|595|5950|5954|60|6051|6122|6128|6208|6277|6319|6414|6427|644076|6446|6558|6623|6634|6648|6662|6696|672|6774|6776|6790|7001|7018|7031|7069|7086|7091|71|7170|7227|7329|7351|7430|7498|7517|7534|780|81|832|8573|8648|8673|8743|8825|8848|9019|902|93974|949|960|9615|9902|998|999
C0018824,heart valve disease,11035|1277|1278|2209|29108|3357|3553|3606|3689|3717|3934|4046|4851|5777|632|6347|6693|6696|7076|729|80781|836|9450|9719
C0079744,diffuse large b-cell lymphoma,102465537|1029|10549|10628|10892|10935|1213|2146|22872|238|2735|3106|355|4615|5170|5243|5290|5291|5293|5294|567|5820|596|6198|64411|64434|6502|6648|6649|79080|8085|84433|847|942|9429|973|974|983|639|1017|1387|2033|2308|3394|3717|4609|4853|5819|5905|6446|6778|7188|10286|10320|10672|23013|29126|56981|80204|83943
C0019158,hepatitis,142|213|2149|2567|27232|3002|3162|3458|356|3630|400499|401237|5168|540|6678|7018|83851|847|89797|9817
C0271650,impaired glucose tolerance,10549|23411|2444|3630|3643|407040|4508|5562|5563|5919|6558|79661|948
C0162666,mitochondrial encephalomyopathies,10059|10667|26235|4519|4567|4568|4573|4578|4720|4729|54968|55572|56947|91574|9997
C0019151,hepatic encephalopathy,2554|2560|2566|2638|2752|4049|4128|4129|4842|4988|5591|706|7124
C0026769,multiple sclerosis,100128088|100131395|100133941|100271694|100271695|100271696|100506047|10055|100616384|101927027|101927314|101928464|101928791|10198|10301|10461|10538|10636|10665|10892|11262|116986|117289|1268|140685|148867|1591|1594|160365|163059|2262|23095|2315|23274|27120|284677|285362|285626|285830|3115|3119|3122|3123|3128|3134|3383|3394|3456|348|3553|3559|3574|3575|3592|3766|4126|4162|4234|4249|4261|4397|440836|5010|5027|51300|5133|5443|54806|55765|55892|5594|56244|57178|57531|57727|5788|5817|58513|590|6041|60468|6198|6401|64084|642636|643|6556|6565|677|6774|6775|6850|7128|7132|7297|7410|7412|7813|79925|79970|84769|8575|868|8740|923|942|958|9639|965|834|2638|3458|3516|3557|3586|3605|5819|7421|114548
C0600467,neurogenic inflammation,1153|351|4162|4803|5368|5443|5743|6863|6869|7124|796|81693
C0024141,lupus erythematosus - systemic,100188798|100188803|100188804|10019|100190928|100196918|100322878|100379200|100506023|100532732|100874048|1027|10318|10320|11277|1191|121260|1380|1389|1401|1445|170682|1773|1776|1997|2113|219285|2212|2213|2214|221527|221895|23274|23294|23534|25780|26191|283742|2842|286016|306|3092|3117|3120|3123|356|3565|3569|3586|3593|3663|3684|3687|3918|404714|4299|4439|474354|50615|5133|54887|54899|55024|5617|5743|57661|57705|59067|629|639|640|64135|64695|64805|6775|7100|712|7128|7148|717|720|7292|7332|79016|79932|84159|941|9474|713|715|716|721|847|946|1493|1777|2215|3654|4204|6696|6932|7015|9145|10125|10666|50619|51135|399909|653361
C2931673,ceroid lipofuscinosis - neuronal 1 - infantile,10891|142|23411|2670|51024|5538|55669|6198|6855|7019
C0152013,adenocarcinoma of lung (disorder),10476|10961|1136|1553|1956|196|2023|2064|2067|213|2186|226|2309|238|27436|2791|2810|2956|301|3028|308|3148|3315|335|3726|3845|4000|4437|4921|4968|5290|55937|5604|56244|6098|6648|673|6794|7015|7018|7508|7917|81037|822|8626|8890|8893|9582|191|207|240|242|324|328|361|369|383|472|545|688|814|931|1030|1387|1432|1454|1499|1967|2033|2042|2044|2046|2081|2091|2182|2194|2261|2263|2264|2321|2547|2597|2618|2909|2986|3070|3098|3099|3178|3265|3615|3645|3646|3654|3656|3761|3791|3838|3843|3921|3939|4001|4292|4342|4609|4691|4736|4750|4869|4893|4915|4916|5092|5530|5591|5610|5832|5894|5921|5984|6157|6173|6182|6240|6241|6304|6440|6470|6565|6573|6599|6637|6654|6657|6723|6795|7083|7153|7167|7270|7273|7298|7371|7409|7520|8048|8125|8260|8314|8347|8408|8671|8711|8743|8761|8801|9113|9304|9497|9625|9748|9817|10110|10171|10188|10360|10452|10528|10769|10922|11051|22948|23212|23521|23556|25865|26519|26524|26750|27102|27330|27347|28969|29098|29968|51082|51280|51303|51347|51592|51602|54433|55342|55681|55783|56342|57144|63826|64841|64969|65125|79711|83743|84444|84700|85481|94081|138474|140803|283455|389840|645249
C0175702,williams syndrome,1742|2006|26608|2969|3984|5982|7461|81554|9031|9569|8468|51085
C0268362,osteogenesis imperfecta type iii (disorder),10491|1277|1278|5176|5479|60681|64175|649|7471|871|90993
C0268363,osteogenesis imperfecta type iv (disorder),10491|121340|1277|1278|5176|5479|55151|60681|6678|7471
C0241910,autoimmune chronic hepatitis,229|2919|3458|3558|3565|3567|3569|3578|3586|3596|3606|3952|50616|6347|6352|7040|716
C0033578,prostatic neoplasms,10|10013|100188789|10040|1012|10158|101669767|10207|10257|1026|10263|1027|10333|10397|10417|10439|10451|10481|10499|10516|10551|10587|10625|10809|10857|10928|10945|10948|10951|10955|10961|11005|11009|11176|11178|11187|11200|114609|116113|1191|12|1200|1266|1312|1316|1317|1365|1366|136991|1387|1410|142|143686|1465|1469|1474|1488|1499|150084|1508|1509|153090|154|1543|1545|1548|1557|1562|1571|1576|1577|1586|1588|1605|1636|1647|1672|1728|1775|1786|1789|1902|1950|1956|1958|196|2012|2014|2052|2064|2065|2068|207|2078|2099|210|2100|2115|2118|2146|2182|2192|221895|222546|2247|2255|2264|2272|22853|2296|23071|23197|23204|23301|23382|23411|2346|23476|23600|23635|23671|23753|246778|25792|25818|2591|25932|26227|26298|26499|2650|2678|2690|2697|27134|27173|27232|27242|27294|2787|28|2803|283237|2878|2886|28999|29|2908|29087|2923|2925|2932|2938|2944|2947|2950|2952|29893|30008|301|3047|3048|306|307|3091|3092|316|3169|3171|3187|3232|324|3248|3249|328|3283|3284|3292|3293|3303|3326|3383|3399|347747|3479|3486|3489|3490|354|3557|3558|356|3569|3576|3586|3603|3606|3630|3667|367|3690|3708|3717|3728|373156|3732|3817|384|389058|3913|3915|3925|3945|3952|3977|4023|4036|406991|4072|4074|408259|408260|4158|4193|4282|4292|43|4311|4318|4322|4353|4437|4477|4481|4502|4507|4524|4585|4601|4609|4610|463|4669|467|4683|472|4780|4782|4804|4824|4846|4878|4883|4925|4968|5034|5054|5074|5100|51084|51132|51135|51181|51227|51341|5144|5160|51651|51655|5172|5174|5176|5179|5224|5273|5290|5293|5328|5329|53916|5396|540|5420|54361|54363|54431|5444|54535|5465|54756|54790|55198|55210|55256|5530|55312|55577|5567|55819|55827|55829|55840|5590|5591|5595|5610|5611|5621|563|5652|56616|567|56849|56924|57185|572|5728|5743|5744|5796|581|5859|5887|59084|59344|595|596|6019|6038|6041|60526|60528|606293|6134|6136|6185|619402|6223|6237|6256|6293|6296|632|6376|6387|6414|64240|64374|6462|64816|6528|6541|655|6558|658|6581|664|6648|6695|6715|6716|672|6746|675|6757|6768|6774|678|6783|6790|6817|6820|6822|6836|6885|6916|6928|6948|6950|7001|7012|7015|7039|7040|7048|7079|7099|7100|7110|7111|7113|7114|7153|7157|7162|7163|7164|7178|7184|7185|7263|7298|7352|7366|7367|7371|7372|7421|7422|7430|7431|7432|7515|7546|7704|7763|780|7834|79574|796|79689|79784|79807|7984|7991|8000|8086|81037|811|81567|8202|826|83259|8339|83606|8365|8379|8405|8409|842|84519|84818|8495|8537|8560|857|858|861|8615|8644|8648|8661|8667|8702|8720|873|8743|8754|8797|8804|8829|8854|8895|8932|894|9|90338|9080|9189|9203|92105|928|93611|9380|9420|9446|9518|9538|9566|9687|9709|9817|9968|9985|999
C2936907,nadh:q(1) oxidoreductase deficiency,126328|25915|29078|374291|4694|4709|4715|4719|4720|4722|4723|4724|4726|4728|4729|51103|55572|79133|80224|91942
C0848558,hypospadias,10046|11336|132|139189|1768|23498|26585|285740|285943|29080|3200|3201|3284|3778|463|467|60678|6764|8887|64399
C0026764,multiple myeloma,1010|1029|142|1437|1440|170679|170680|1728|1733|1838|2052|2261|23492|23495|23532|2952|3105|3315|3440|3569|3662|3981|4170|4582|54986|55892|5744|595|596|598|6347|664|6648|6678|694|84458|8701|942|9862|330|673|1031|3845|4609|4893|7403|9891|51185|406979|407048
C0015695,fatty liver,100313923|10062|1051|123|1281|1571|1588|2147|2149|23411|26291|284111|2875|2876|3032|3087|3169|330|338|3440|3576|3630|3949|3952|406903|406924|406931|406942|406946|406952|406959|406974|407040|412|4143|442892|4547|4609|494333|5054|51547|540|54205|5443|5465|5467|574434|574506|5757|6514|664617|6648|6720|7018|7099|7124|7351|7494|79661|80339|847|8856|9420|468|866|1545|1649|2879|3038|3953|4780|5444|5686|5728|6347|6647|8431|9315|9376|9572|9971|11035|23171|51129|51635|55748|407002|407037
C0023290,leishmaniasis - visceral,1401|1437|3117|3123|3162|3458|3553|3569|3576|3586|3587|387582|6556|7124
C0393706,early infantile epileptic encephalopathy with suppression bursts,11284|150094|170302|1759|25977|2775|284111|348980|3745|3785|51741|6326|6334|6792|6812|79751|8573|9091|3736|4761|6323|51227|81603
C0022521,kartagener syndrome,10309|115948|123872|161582|1767|1769|221421|23639|25981|27019|345643|345895|352909|388389|51364|54768|55036|55130|55172|56683|64446|6674|83544|83861|85478|89765|92749|93233|1770|2302|2622|6103|8481|27148|54919|79925|83538|85016|115399|139212|200373|246176|374407
C0005586,bipolar disorder,101929054|102724068|108|10814|10815|1109|11320|1312|132160|1463|149465|157|160851|167681|1812|1816|22854|23345|23383|245|26011|27074|285375|287015|288|2898|2908|2917|2931|2932|3356|341880|3630|3697|3702|4524|4729|4774|4914|4915|51196|5142|5265|5443|55304|5649|5816|6258|627|6285|6526|6532|6616|6671|6863|6869|6934|7091|7222|7226|7252|775|784|79703|79728|79772|81562|84628|84952|8650|8722|994|35|60|104|109|114|116|120|133|148|152|154|183|207|208|217|239|291|347|348|351|406|409|438|468|476|477|478|551|553|573|590|596|607|613|624|637|675|706|773|774|776|783|805|811|815|841|875|886|961|1005|1015|1129|1135|1139|1142|1268|1269|1385|1392|1394|1395|1407|1408|1454|1465|1493|1607|1610|1621|1627|1636|1644|1734|1740|1741|1742|1745|1769|1786|1808|1813|1814|1815|1826|1848|1901|1959|1960|1962|2065|2066|2099|2158|2173|2260|2263|2289|2534|2539|2554|2556|2558|2560|2561|2562|2565|2569|2570|2571|2572|2596|2668|2670|2694|2739|2774|2784|2847|2890|2891|2892|2894|2896|2897|2900|2901|2902|2903|2904|2913|2914|2915|2944|2952|2954|3084|3091|3094|3123|3126|3133|3135|3308|3309|3337|3350|3351|3358|3359|3360|3361|3439|3458|3479|3485|3553|3557|3560|3569|3576|3612|3613|3628|3680|3684|3699|3700|3708|3782|3785|3786|3939|4128|4129|4133|4153|4158|4200|4240|4300|4318|4319|4522|4535|4548|4684|4723|4731|4734|4741|4747|4784|4837|4846|4855|4862|4900|4919|4929|5015|5027|5091|5116|5141|5152|5173|5209|5211|5223|5289|5305|5319|5320|5321|5335|5367|5428|5444|5454|5467|5481|5522|5524|5533|5584|5590|5594|5625|5664|5730|5923|5972|5992|5999|6095|6196|6281|6303|6326|6334|6422|6428|6482|6505|6506|6507|6511|6530|6531|6540|6570|6571|6611|6648|6697|6733|6750|6755|6787|6789|6925|6999|7040|7052|7054|7093|7097|7099|7101|7103|7124|7166|7173|7184|7257|7351|7421|7422|7425|7432|7434|7466|7494|7531|7533|7534|8128|8224|8322|8398|8553|8774|8822|8843|8863|8864|8914|8973|9026|9030|9145|9168|9177|9201|9218|9223|9248|9348|9378|9415|9572|9575|9632|9639|9640|9771|9863|9881|9990|10014|10042|10043|10125|10193|10249|10255|10399|10462|10611|10660|10718|10846|11020|11202|11216|22809|22871|22941|22999|23166|23209|23236|23245|23316|23348|23395|23411|23413|23544|23635|23774|25861|26047|26224|26281|26528|27091|27121|27185|27201|27255|27306|27445|28988|29985|30816|50943|51083|51177|51593|51650|51807|54584|54877|54986|55193|55364|55507|55690|55752|55777|55816|56884|56938|57030|57084|57113|57132|57519|57537|64067|64127|64211|64478|64854|65258|79365|79837|84062|84152|84516|84539|85458|89832|91752|115207|116443|121278|122525|128674|144717|152330|154664|221833|221981|246269|255239|266727|267012|282706|283871|319100|345557|400359|406928|406989|406994|728448|100303453|100616452
C0242350,erectile dysfunction,116443|1906|1909|4846|5617|596|598|6462|7422|7432
C0265215,meckel-gruber syndrome,132884|23322|27077|51057|51259|54903|57096|57545|65062|79583|79848|79867|80184|80776|91147|55165|84314
C0005612,birth weight,111|153|254251|284276|3077|4153|5168|5444|54901|8091
C0004352,autistic disorder,100|100187724|100188314|100188317|100188816|100188820|100188832|1007|1008|101928890|10771|11141|11281|1137|1139|1141|114788|116442|116987|117583|121278|1312|133|1356|139411|140733|151556|152330|152789|154|158|1588|1600|1610|170572|1717|1719|1745|1746|18|1806|1812|1814|192683|1950|1959|200150|2020|205428|2131|220|221035|221037|22871|22941|22999|23078|23178|23245|2332|23394|23705|2550|2554|2555|2556|2557|2558|2560|2562|2571|26047|26056|26470|2690|26960|2697|270|27044|27185|27347|2739|282553|285195|2876|2890|2898|2903|29091|2918|2944|2950|3002|30061|3069|3105|3123|3198|3237|324|3265|3346|3351|3352|3356|3359|3361|3458|3479|3481|3486|3557|3558|3565|3567|3569|3586|3596|36|3600|361|3628|367|3676|3690|3778|387577|3912|3927|3952|40|406900|407010|4128|4129|4139|4163|4204|4208|4233|4282|438|4520|4524|4642|4763|4843|4862|4893|4897|4908|4909|4915|5020|5021|5054|5067|5071|5080|50944|5141|5142|51592|51725|51733|5175|5187|5294|5307|5321|5329|53615|54221|54413|5443|5444|54538|54551|54715|54806|551|552|554314|5551|5579|5617|5618|5649|57194|5728|5743|57502|57575|57680|596|6091|6092|6095|6134|627|6332|6343|64221|64324|64326|643586|6507|6532|6535|6573|6779|6804|686|6948|6999|7018|7133|721|7248|7249|7328|7337|7432|7436|7472|7498|7508|775|7812|796|8128|8216|8242|83943|8456|847|85358|8604|8828|8831|8912|8930|9013|9025|9037|9228|93664|9378|93986|94313|9568|9732|9820|9855|547|1108|1636|1977|2904|3751|4929|5595|6638|8295|9024|9369|9379|10716|10765|23036|26523|28514|55217|55904|57705|79718|84148|85458|349075
C0023904,liver neoplasms - experimental,100126297|100126333|100126348|1317|1356|1499|1544|1571|174|2026|212|2161|219972|22800|2305|23582|2705|2752|283120|2922|2950|3082|3265|337|344|3791|3845|406884|406886|406887|406891|406902|406910|406937|406953|406957|406959|406962|406971|406984|406989|406994|407006|407017|407027|407029|407030|407033|407034|407040|407054|407056|4233|4240|4283|442898|442903|442904|442906|442907|442908|442920|4609|494332|5371|538|540|5471|554210|574413|574457|574508|5925|596|598|619552|664612|6659|6696|6713|693183|693235|7010|7039|7083|7157|724022|768213|8651|8795|8848|9104|967|9970|999
C1961099,precursor t-cell lymphoblastic leukemia-lymphoma,2475|3195|3575|4004|4005|4602|4849|4851|55294|5771|581|6125|6134|64919|6886|84295|8915|9429|25|596|613|678|896|1029|1654|1785|2322|3187|3718|4609|4613|5788|6297|6418|6491|6597|6688|6772|6777|6955|6957|6964|6965|7297|7403|7704|8021|8028|8115|8301|10664|30012|345930
C0027404,narcolepsy,100216484|100302514|100918|1120|1375|1512|22891|3060|3062|3119|3123|386593|4340|494446|5032|5179|56342|6863|692229|692312|6955|6957|7200|7292|8835|8666
